fecha,BCOLOMBIA,BIOMAX,BNA,BOGOTA,BVC,CELSIA,CEMARGOS,CHOCOLATES,CIBEST,CLH,CNEC,COLINVERS,COLTEJER,CONCONCRET,CORFICOLCF,ECOPETROL,EEB,ENKA,ETB,EXITO,FABRICATO,GEB,GRUBOLIVAR,GRUPOARGOS,GRUPOAVAL,GRUPOSURA,INTERBOLSA,INVERARGOS,ISA,ISAGEN,MINEROS,NUTRESA,PAZRIO,PEI,PFAVAL,PFAVH,PFAVTA,PFBCOLOM,PFBCREDITO,PFCARPAK,PFCEMARGOS,PFCIBEST,PFCORFICOL,PFDAVIGRP,PFDAVVNDA,PFGRUPOARG,PFGRUPSURA,PFHELMBANK,PMGC,PREC,PROMIGAS,SIE,SURAMINV,TABLEMAC,TERPEL
2017-02-01,,2480.0,,58000.0,11850.0,4430.0,11700.0,,156.25,,,,1990.0,1010.0,29340.0,1320.0,,10.5,640.0,15540.0,13.1,1820.0,,19760.0,1125.0,36580.0,,,11200.0,3180.0,2395.0,23600.0,8.0,,1135.0,2805.0,,27300.0,,5300.0,10780.0,27300.0,24000.0,,29700.0,18740.0,35500.0,,,,5000.0,,,,11460.0
2017-03-01,,,,59500.0,12150.0,4380.0,11800.0,,164.125,,,,,987.0,28160.0,1350.0,,10.3,639.0,15320.0,14.2,1830.0,,20240.0,1165.0,39080.0,,,11600.0,4130.0,2450.0,24380.0,,,1170.0,2800.0,,28700.0,,5300.0,10960.0,28700.0,22000.0,,29920.0,19200.0,38200.0,,,,5140.0,,,,12300.0
2017-04-01,,,,60300.0,12000.0,4480.0,11900.0,,169.0,,,,,1005.0,28240.0,1360.0,,10.6,640.0,15240.0,16.0,1845.0,,20400.0,1150.0,38900.0,,,11660.0,,2600.0,24420.0,,,1165.0,2660.0,,28720.0,,5300.0,10980.0,28720.0,21540.0,,31000.0,19100.0,37660.0,,,,5220.0,,,,12100.0
2017-05-01,,,,62380.0,12000.0,4535.0,11720.0,,190.5,,,,,972.0,27120.0,1335.0,,10.5,620.0,15600.0,14.7,1960.0,,20940.0,1215.0,38600.0,,,14100.0,,2620.0,25840.0,8.0,,1215.0,2455.0,,32260.0,,5300.0,10880.0,32260.0,22900.0,,33020.0,19860.0,37820.0,,,,5200.0,,,,12560.0
2017-06-01,,,,62980.0,12350.0,4600.0,11840.0,,198.625,,,,,969.0,26740.0,1380.0,,9.6,618.0,15340.0,14.5,1970.0,,20740.0,1255.0,39600.0,,,13340.0,,2710.0,26400.0,6.5,,1255.0,2470.0,,33900.0,,5300.0,10640.0,33900.0,20500.0,,33680.0,19700.0,38620.0,,,,5200.0,,,,12000.0
2017-07-01,,,,68100.0,12550.0,4740.0,11900.0,,191.25,,,,,1025.0,28920.0,1395.0,,9.8,585.0,15240.0,13.6,1980.0,,21480.0,1305.0,42020.0,,,13680.0,,2650.0,26700.0,6.0,,1320.0,2640.0,,32700.0,,5300.0,10560.0,32700.0,23500.0,,33900.0,19520.0,41280.0,,,,6300.0,,,,12300.0
2017-08-01,,,,68980.0,12950.0,4700.0,11960.0,,206.25,,,,,1030.0,28780.0,1370.0,,9.49,555.0,15360.0,11.5,1950.0,,20980.0,1310.0,41500.0,,,13360.0,,2640.0,27140.0,6.0,,1320.0,2810.0,,33600.0,,5300.0,10600.0,33600.0,22800.0,,33000.0,18600.0,40240.0,,,,6000.0,,,,13000.0
2017-09-01,,,,68980.0,12600.0,4685.0,11700.0,,204.625,,,,,1020.0,28680.0,1400.0,,9.27,515.0,15460.0,11.5,2000.0,,21120.0,1315.0,40880.0,,,13680.0,,2555.0,26840.0,5.0,,1330.0,2885.0,,33780.0,,5300.0,10340.0,33780.0,23420.0,,33260.0,19200.0,40180.0,,,,7200.0,,,,13600.0
2017-10-01,,,,64200.0,12200.0,4490.0,11100.0,,176.25,,,,,991.0,28600.0,1665.0,,9.28,495.0,16340.0,11.2,1995.0,,19840.0,1355.0,38620.0,,,13320.0,,2500.0,27020.0,,,1265.0,2670.0,,29000.0,,5300.0,9750.0,29000.0,23000.0,,29980.0,18400.0,37560.0,,,,8060.0,,,,13800.0
2017-11-01,,,,67160.0,12250.0,4800.0,10600.0,,181.25,,,,,1020.0,29120.0,1750.0,,8.55,509.0,16380.0,10.0,2070.0,,20480.0,1300.0,39000.0,,,13800.0,,2535.0,27460.0,,,1235.0,2900.0,,29200.0,,5300.0,9500.0,29200.0,23380.0,,29000.0,18560.0,37820.0,,,,7950.0,,,,13800.0
2017-12-01,,,,67460.0,12900.0,4760.0,11520.0,,187.375,,,,,990.0,29200.0,2210.0,,8.95,457.0,16560.0,9.8,2015.0,,20880.0,1300.0,40300.0,,,14200.0,,2530.0,27820.0,9.0,,1290.0,2950.0,,29920.0,,5300.0,10200.0,29920.0,23500.0,,29940.0,19180.0,39000.0,,,,7960.0,,,,14200.0
2018-01-01,,,,66700.0,13400.0,4680.0,11300.0,,203.25,,,,,1000.0,26880.0,2660.0,,8.51,473.0,17880.0,9.34,2030.0,,20640.0,1245.0,40120.0,,,14300.0,,2450.0,27040.0,12.0,,1275.0,2855.0,,32460.0,,5300.0,9520.0,32460.0,23000.0,,31880.0,18120.0,38240.0,,,,7110.0,,,,14100.0
2018-02-01,,2100.0,,66020.0,12550.0,4545.0,10440.0,,188.5,,,,,987.0,24240.0,2510.0,,8.01,431.0,16780.0,9.0,2030.0,,19320.0,1255.0,38420.0,,,13700.0,,2400.0,27000.0,,,1240.0,3315.0,,30180.0,,5300.0,8620.0,30180.0,22300.0,,29700.0,16540.0,35540.0,,,,7400.0,,,,13300.0
2018-03-01,,,,67920.0,11350.0,4515.0,9690.0,,188.875,,,,1015.0,967.0,23800.0,2615.0,,8.0,400.0,16480.0,8.1,2030.0,,18820.0,1160.0,37280.0,,,13320.0,,2400.0,25980.0,,,1165.0,2990.0,,29280.0,,5300.0,8430.0,29280.0,20220.0,,30120.0,16400.0,35600.0,,,,7690.0,,,,12900.0
2018-04-01,,,,69500.0,11250.0,4630.0,9930.0,,207.5,,,,,960.0,24160.0,3100.0,,7.4,413.0,16960.0,8.11,2060.0,,20000.0,1245.0,38980.0,,,14480.0,,2300.0,27200.0,,,1235.0,2920.0,,33300.0,,,8250.0,33300.0,21000.0,,33760.0,16600.0,36500.0,,,,7400.0,,,,12480.0
2018-05-01,,,,69980.0,11000.0,4600.0,9200.0,,207.0,,,,,789.0,25140.0,3090.0,,7.5,400.0,16500.0,7.11,2070.0,52500.0,19420.0,1240.0,37120.0,,,14160.0,,2310.0,25820.0,,,1245.0,2785.0,,33500.0,,5300.0,8100.0,33500.0,21000.0,,34460.0,17000.0,35300.0,,,,7790.0,,,,12480.0
2018-06-01,,2665.0,,68100.0,11280.0,4645.0,9800.0,,220.75,,,,,789.0,25380.0,3025.0,,7.5,388.0,16200.0,7.12,2040.0,53000.0,19860.0,1210.0,37600.0,,,14500.0,,2340.0,27000.0,12.1,,1230.0,2355.0,,35720.0,,5300.0,8600.0,35720.0,20200.0,,37000.0,17800.0,35740.0,,,,7710.0,,,,12000.0
2018-07-01,,2300.0,,68500.0,11960.0,4490.0,9200.0,,209.125,,,,,702.0,23760.0,3070.0,,8.0,387.0,16240.0,7.2,2010.0,53000.0,19400.0,1150.0,36100.0,,,14200.0,,2390.0,26940.0,14.0,,1145.0,2400.0,,33200.0,,5300.0,8000.0,33200.0,20000.0,,35700.0,17400.0,34780.0,,,,7140.0,,,,10100.0
2018-08-01,,,,69000.0,11740.0,4525.0,9020.0,,205.0,,,,,423.0,24180.0,3420.0,,7.49,340.0,15860.0,7.0,2045.0,52820.0,19100.0,1195.0,36000.0,,,13520.0,,2215.0,26680.0,13.2,,1200.0,2130.0,,33200.0,,5300.0,7700.0,33200.0,20500.0,,35500.0,17700.0,35340.0,,,,7040.0,,,,9600.0
2018-09-01,,,,66520.0,11900.0,4340.0,7700.0,,199.375,,,,,365.0,22000.0,4030.0,,7.4,334.0,14580.0,6.8,2005.0,52500.0,16300.0,1145.0,34760.0,,,13380.0,,2060.0,24200.0,,,1165.0,2115.0,,31300.0,,5300.0,6500.0,31300.0,18000.0,,34200.0,14480.0,34000.0,,,,6840.0,,,,9400.0
2018-10-01,,,,64020.0,13000.0,3980.0,7020.0,,189.25,,,,,275.0,19700.0,3740.0,,6.5,253.0,13900.0,6.8,1855.0,52500.0,15000.0,1100.0,31400.0,,,11960.0,,1995.0,22300.0,,,1130.0,1975.0,,30100.0,,5300.0,5800.0,30100.0,18000.0,,31000.0,13000.0,29400.0,,,,5230.0,,,,9800.0
2018-11-01,,2200.0,,59400.0,11640.0,4000.0,7000.0,,201.125,,,,,309.0,18700.0,3105.0,,6.89,284.0,13320.0,5.53,1845.0,52280.0,16180.0,1010.0,32300.0,,,12940.0,,2000.0,24300.0,,,1035.0,2075.0,,32220.0,,5300.0,6030.0,32220.0,16500.0,,32520.0,13380.0,30580.0,,,,5260.0,,,,9340.0
2018-12-01,,,,55800.0,11980.0,4000.0,6960.0,,190.0,,,,,368.0,16400.0,2645.0,,7.0,251.0,12400.0,6.0,1770.0,51000.0,16900.0,925.0,32120.0,,,13980.0,,2045.0,23500.0,,,999.0,1660.0,,31400.0,,5300.0,5850.0,31400.0,14500.0,,30920.0,14500.0,31080.0,,,,5380.0,,,,9600.0
2019-01-01,,,,59800.0,11640.0,4285.0,8080.0,,208.375,,,,,365.0,19000.0,2920.0,,7.51,248.0,14100.0,6.0,1910.0,52000.0,18560.0,1080.0,34480.0,,,13920.0,,2010.0,26540.0,,,1070.0,1720.0,,34360.0,,5300.0,6700.0,34360.0,17980.0,,35640.0,15500.0,33080.0,,,,5600.0,,,,9500.0
2019-02-01,,,,63120.0,10800.0,4400.0,8130.0,,224.875,,,,,307.0,24500.0,3120.0,,7.57,216.0,14600.0,7.52,2040.0,51500.0,17920.0,1160.0,35000.0,,,13980.0,,1800.0,26100.0,,,1175.0,1860.0,,37120.0,,5300.0,6600.0,37120.0,21000.0,,37740.0,14840.0,33040.0,,,,5400.0,,,,9560.0
2019-03-01,,,,66000.0,12060.0,4430.0,7880.0,,247.5,,,,,470.0,26500.0,3415.0,,8.0,286.0,14520.0,7.11,2075.0,51380.0,18100.0,1220.0,36640.0,,,15960.0,,2200.0,25780.0,,,1235.0,1675.0,,40400.0,,5300.0,6550.0,40400.0,22120.0,,37400.0,14800.0,34400.0,,,,5390.0,,,,10400.0
2019-04-01,,,,68880.0,12500.0,4480.0,8070.0,,246.25,,,,,485.0,25160.0,2985.0,,7.7,254.0,14500.0,6.72,2230.0,52000.0,18400.0,1240.0,36000.0,,,15820.0,,2300.0,26800.0,,,1245.0,1470.0,,40900.0,,,6600.0,40900.0,22220.0,,40000.0,15400.0,34860.0,,,,6000.0,,,,10680.0
2019-05-01,,,,66000.0,12140.0,4240.0,7290.0,,233.75,,,,,482.0,23340.0,2765.0,,7.7,234.0,14100.0,6.0,2120.0,51900.0,17320.0,1160.0,33260.0,,,16200.0,,2340.0,24880.0,,,1175.0,1560.0,,39500.0,,,6100.0,39500.0,20000.0,,38160.0,14380.0,30300.0,,,,6000.0,,,,10700.0
2019-06-01,,,,67220.0,12560.0,4345.0,7500.0,,241.5,,,,1650.0,505.0,24900.0,2920.0,,8.0,250.0,16680.0,6.0,2110.0,52980.0,17300.0,1295.0,34100.0,,,17860.0,,2670.0,25020.0,,,1285.0,1535.0,,40800.0,,5300.0,6250.0,40800.0,21960.0,,40480.0,14080.0,31640.0,,,,6000.0,,,,10900.0
2019-07-01,,,,71500.0,12060.0,4450.0,7690.0,,245.625,,,,,504.0,27020.0,2940.0,,8.5,242.0,17400.0,5.98,2100.0,63020.0,16820.0,1250.0,34500.0,,,17800.0,,3100.0,25120.0,,,1265.0,1600.0,,41260.0,,,6450.0,41260.0,22560.0,,41140.0,13760.0,31800.0,,,,7100.0,,,,11300.0
2019-08-01,,,,71000.0,12020.0,4290.0,7680.0,,247.375,,,,1950.0,515.0,26300.0,2740.0,,8.1,234.0,17580.0,5.7,2115.0,62000.0,18000.0,1255.0,33500.0,,,18180.0,,3100.0,25840.0,,,1285.0,1110.0,,42740.0,,,6400.0,42740.0,22000.0,,41640.0,13900.0,30920.0,,,,7180.0,,,,11000.0
2019-09-01,,,,80400.0,11500.0,4350.0,7440.0,,246.875,,,,,490.0,28040.0,2950.0,,8.5,229.0,17620.0,5.33,2185.0,75800.0,17060.0,1285.0,33000.0,,,18240.0,,3350.0,25340.0,,,1300.0,1520.0,,43000.0,,,6200.0,43000.0,23120.0,,42500.0,13560.0,29380.0,,,,8180.0,,,,10700.0
2019-10-01,,,,87020.0,10800.0,4350.0,7630.0,,256.875,,,,1105.0,420.0,29100.0,3040.0,,10.3,240.0,17900.0,5.95,2175.0,72000.0,18300.0,1340.0,34200.0,,,19500.0,,3355.0,25640.0,,,1385.0,1870.0,,44120.0,,5300.0,5800.0,44120.0,24360.0,,43200.0,13960.0,30980.0,,,,7990.0,,,,10700.0
2019-11-01,,,,86500.0,12340.0,4415.0,6200.0,,260.5,,,,,448.0,29460.0,3290.0,,10.2,241.0,14000.0,5.0,2195.0,70000.0,17560.0,1380.0,32400.0,,,18980.0,,3200.0,25900.0,,,1415.0,1780.0,,43340.0,,,5340.0,43340.0,24480.0,,44000.0,13340.0,27140.0,,,,8000.0,,,,10300.0
2019-12-01,,,,85140.0,11600.0,4410.0,7300.0,,275.0,,,,,454.0,30800.0,3315.0,,9.91,259.0,13880.0,5.0,2220.0,77000.0,17800.0,1465.0,34000.0,,,19600.0,,3250.0,25400.0,,,1460.0,1835.0,,45800.0,,,5680.0,45800.0,25500.0,,45980.0,13500.0,29300.0,,,,8000.0,,,,10000.0
2020-01-01,,,,89000.0,11000.0,4535.0,6500.0,,265.25,,,,,476.0,32500.0,3180.0,,11.1,258.0,13800.0,5.58,2395.0,78500.0,17480.0,1420.0,32000.0,,,18800.0,,3060.0,24760.0,,,1450.0,2015.0,,44700.0,,5300.0,5170.0,44700.0,26100.0,,45980.0,13000.0,27900.0,,,,7400.0,,,,10300.0
2020-02-01,,,,86040.0,10360.0,4500.0,5300.0,,243.75,,,,,476.0,32200.0,3105.0,,10.9,246.0,15760.0,4.96,2410.0,82000.0,15000.0,1425.0,30500.0,,,18600.0,,3445.0,23420.0,,,1450.0,1640.0,,42080.0,,5300.0,4570.0,42080.0,27500.0,,42000.0,12500.0,26400.0,,,,8150.0,,,,10500.0
2020-03-01,,,,71000.0,8840.0,4290.0,4090.0,,150.625,,,,,330.0,25780.0,1900.0,,10.0,177.0,12080.0,4.71,2250.0,59000.0,12320.0,1100.0,20020.0,,,15480.0,,2700.0,19100.0,,,897.0,500.0,,27500.0,,,3490.0,27500.0,22600.0,,30500.0,9420.0,16780.0,,,,7000.0,,,,8000.0
2020-04-01,,,,64000.0,9370.0,4200.0,3895.0,,158.25,,,,,415.0,25800.0,2090.0,,8.1,218.0,11700.0,4.45,2240.0,58100.0,9220.0,1110.0,21520.0,,,18200.0,,3070.0,22060.0,,,845.0,503.0,,25880.0,,,3200.0,25880.0,21700.0,,28720.0,8100.0,18880.0,,,,6990.0,,,,7400.0
2020-05-01,,,,58000.0,10220.0,4080.0,3500.0,,156.25,,,,,342.0,26000.0,1990.0,,8.0,190.0,10000.0,4.45,2180.0,57000.0,8700.0,,18200.0,,,19600.0,,3360.0,22160.0,,,841.0,98.5,,24600.0,,,2855.0,24600.0,19900.0,,24500.0,7700.0,15160.0,,,,6900.0,,,,6700.0
2020-06-01,,,,60520.0,10700.0,4115.0,3400.0,,150.0,,,,,358.0,27780.0,2075.0,,7.6,213.0,10000.0,4.21,2335.0,63940.0,9900.0,935.0,18640.0,,,18800.0,,3295.0,20900.0,7.97,,830.0,200.0,,24700.0,,,2980.0,24700.0,22980.0,,28000.0,7650.0,15880.0,,,,6500.0,,,,6550.0
2020-07-01,,,,62080.0,11000.0,4205.0,3660.0,,167.5,,,,,383.0,24900.0,2080.0,,8.0,200.0,10300.0,4.96,2290.0,65480.0,10200.0,900.0,19400.0,,,19200.0,,3800.0,20200.0,,,870.0,185.0,,26500.0,,,3165.0,26500.0,22400.0,,27600.0,7740.0,16320.0,,,,6520.0,,,,6990.0
2020-08-01,,,,69000.0,10700.0,4640.0,5000.0,,162.5,,,,,362.0,27100.0,2190.0,,7.5,212.0,11300.0,5.2,2460.0,65100.0,11920.0,930.0,21000.0,,,20940.0,,3850.0,22000.0,,,935.0,240.0,,26720.0,,,3730.0,26720.0,21680.0,,28980.0,8800.0,18000.0,,,,7010.0,,,,7730.0
2020-09-01,,,,69000.0,11500.0,4620.0,4630.0,,151.75,,,,,350.0,26600.0,1895.0,,7.3,211.0,11200.0,4.03,2450.0,63000.0,11600.0,891.0,20620.0,,,20380.0,,3600.0,22660.0,,,898.0,200.0,,24700.0,,,3865.0,24700.0,21400.0,,27400.0,9920.0,18500.0,,,,7380.0,,,,8140.0
2020-10-01,,,,68040.0,10200.0,4206.0,4555.0,,153.125,,,,,322.0,26000.0,1791.0,,,199.9,10720.0,,2400.0,61000.0,10620.0,865.0,20100.0,,,20860.0,,3600.0,21340.0,,,890.0,158.0,,24500.0,,,3710.0,24500.0,20520.0,,25130.0,8600.0,16710.0,,,,6715.0,,,,7995.0
2020-11-01,,,,70510.0,11150.0,4500.0,4980.0,,173.0,,,,,370.0,29000.0,2081.0,,7.29,210.0,12800.0,4.95,2560.0,62520.0,12000.0,1010.0,21400.0,,,22700.0,,3700.0,23260.0,7.97,,1040.0,150.0,,27890.0,,,3961.0,27890.0,24580.0,,28100.0,9300.0,18000.0,,,,7500.0,,,,8500.0
2020-12-01,,,,75600.0,11880.0,4738.0,6180.0,,218.625,,,,,439.0,32400.0,2245.0,,11.75,217.0,13890.0,4.65,2650.0,67000.0,13900.0,1155.0,25280.0,,,25700.0,,4167.0,24000.0,,,1194.0,199.0,,35100.0,,,4500.0,35100.0,26190.0,,36400.0,10500.0,22000.0,,,,8400.0,,,,8600.0
2021-01-01,,,,83400.0,12350.0,4800.0,5840.0,,191.25,,,,,480.0,32220.0,2030.0,,11.4,210.0,13520.0,4.8,2611.0,65000.0,13300.0,1131.0,22700.0,,,23060.0,,4299.0,24400.0,7.97,,1158.0,174.8,,31520.0,,,4400.0,31520.0,26000.0,,33700.0,10300.0,20500.0,,,,7600.0,,,,7800.0
2021-02-01,,,,79010.0,11770.0,4701.0,5770.0,,196.25,,,,1105.0,504.3,32540.0,2250.0,,13.0,226.0,13650.0,4.6,2580.0,63800.0,13300.0,1175.0,23670.0,,,23800.0,,4070.0,23690.0,7.97,,1188.0,157.0,,31000.0,,5300.0,4230.0,31000.0,26700.0,,31490.0,9810.0,19900.0,,,,7700.0,,,,7820.0
2021-03-01,,,,78000.0,12010.0,4651.0,5150.0,,179.6875,,,,1105.0,475.0,32730.0,2366.0,,15.4,221.0,13680.0,4.5,2690.0,65000.0,11780.0,1188.0,21700.0,,,22500.0,,4430.0,23170.0,,,1144.0,160.0,,29180.0,,,4080.0,29180.0,27000.0,,29850.0,9500.0,18940.0,,,,7500.0,,,,7750.0
2021-04-01,,,,78500.0,11950.0,4310.0,5130.0,,174.5,,,,,390.0,32020.0,2210.0,,15.13,218.0,11670.0,4.5,2610.0,72190.0,10590.0,1160.0,19160.0,,,21380.0,,4130.0,21500.0,7.97,,1105.0,118.0,,28000.0,,,3840.0,28000.0,26750.0,,29310.0,8705.0,16940.0,,,,7420.0,,,,7565.0
2021-05-01,,,,70000.0,11400.0,4176.0,5070.0,,168.75,,,,,380.0,28230.0,2190.0,,15.0,208.0,12000.0,5.09,2329.0,76490.0,10100.0,1040.0,20020.0,,,20020.0,,4086.0,21600.0,7.97,,1078.0,150.0,,27600.0,,,3691.0,27600.0,23060.0,,29000.0,8000.0,17600.0,,,,6600.0,,,,7350.0
2021-06-01,,,,69800.0,11250.0,4250.0,5350.0,,165.0,,,,1105.0,350.0,29200.0,2722.0,,14.6,208.9,13600.0,4.21,2571.0,70000.0,10000.0,1139.0,18500.0,,,22150.0,,4029.0,21880.0,7.97,,1083.0,282.0,,26820.0,,,3740.0,26820.0,23300.0,,27540.0,8020.0,16520.0,,,,6755.0,,,,7200.0
2021-07-01,,,,68290.0,10500.0,4042.0,5595.0,,169.375,,,,,364.9,29280.0,2633.0,,14.0,194.0,12860.0,4.41,2529.0,68000.0,10090.0,1020.0,17300.0,,,21820.0,,3695.0,20700.0,,,1024.0,259.9,,27800.0,,,3894.0,27800.0,23200.0,,28700.0,8050.0,16280.0,,,,6705.0,,,,6940.0
2021-08-01,,,,70500.0,9825.0,4310.0,5900.0,,194.1875,,,,,395.0,28560.0,2643.0,,17.0,202.0,12440.0,6.05,2695.0,67100.0,10940.0,1096.0,19200.0,,,22700.0,,3745.0,21680.0,,,1120.0,218.0,,31400.0,,,4200.0,31400.0,22210.0,,32600.0,8020.0,17850.0,,,,7025.0,,,,7650.0
2021-09-01,,,,72220.0,9700.0,4229.0,5895.0,,206.0,,,,1105.0,332.0,28800.0,2734.0,,23.55,200.0,11650.0,6.2,2816.0,68950.0,11160.0,1090.0,21400.0,,,22700.0,,3770.0,21660.0,,,1119.0,65.0,,33000.0,,,4070.0,33000.0,22910.0,,33400.0,8300.0,18420.0,,,,7300.0,,,,8000.0
2021-10-01,,,,75900.0,9810.0,4284.0,6350.0,,210.5,,,,,298.1,29670.0,2847.0,,24.75,201.0,11700.0,7.0,2720.0,67530.0,11800.0,1136.0,21950.0,,,22610.0,,4025.0,22010.0,,,1150.0,42.5,,33800.0,,,4397.0,33800.0,23700.0,,33910.0,8600.0,18890.0,,,,7370.0,,,,8790.0
2021-11-01,,,,70500.0,9600.0,4051.0,6010.0,,202.3125,,,,,225.0,28780.0,2600.0,,22.2,194.8,11420.0,7.44,2634.0,73600.0,12600.0,1120.0,25150.0,,,22300.0,,3690.0,29050.0,11.0,,1050.0,,,32400.0,,,4230.0,32400.0,23520.0,,31000.0,8815.0,19920.0,,,,7300.0,,,,8370.0
2021-12-01,,,,70200.0,9875.0,4184.0,6110.0,,216.875,,,,,290.0,28600.0,2690.0,,20.42,190.0,11490.0,8.0,2500.0,76750.0,13550.0,1054.0,30000.0,,,22400.0,,3635.0,28640.0,13.99,,1059.0,,,32000.0,,,4160.0,32000.0,23200.0,,31800.0,9300.0,22250.0,,,,7100.0,,,,10340.0
2022-01-01,,,,76800.0,10930.0,4387.0,6480.0,,246.875,,,,,355.0,29770.0,2905.0,,27.18,189.9,11950.0,9.75,2620.0,88890.0,16140.0,1124.0,27250.0,,,23600.0,,3750.0,33600.0,6.63,,1127.0,,,35240.0,,,4602.0,35240.0,24300.0,,33300.0,11800.0,28740.0,,,,7360.0,,,,11180.0
2022-02-01,,,,72190.0,10000.0,4180.0,6070.0,,244.0,,,,,327.0,27700.0,3263.0,,26.2,180.0,15100.0,9.88,2450.0,80010.0,12900.0,1065.0,31950.0,,,24300.0,,3620.0,44220.0,7.0,,1060.0,,,34800.0,,,4199.0,34800.0,22810.0,,32000.0,9690.0,23050.0,,,,7210.0,,,,11390.0
2022-03-01,,,,49650.0,9400.0,4360.0,6230.0,,271.125,,,,,317.2,28080.0,3538.0,,24.0,181.0,16950.0,10.0,2470.0,85000.0,13880.0,964.8,35620.0,,,24300.0,,3442.0,45800.0,7.19,,851.6,,,40310.0,,,4100.0,40310.0,22850.0,,32950.0,9400.0,22300.0,,,,7200.0,,,,10450.0
2022-04-01,,,,50470.0,9545.0,4270.0,6005.0,,242.625,,,,,310.0,29000.0,3206.0,,24.0,177.0,16250.0,8.65,2520.0,93000.0,14400.0,843.0,40100.0,,,21760.0,,3245.0,48500.0,,,850.0,,,38400.0,,,3930.0,38400.0,23860.0,,33200.0,9060.0,21910.0,,,,6965.0,,,,9380.0
2022-05-01,,,,56920.0,10030.0,4400.0,5500.0,,283.25,,,,,300.0,25600.0,3120.0,,22.8,152.5,12870.0,8.5,2420.0,88060.0,13540.0,833.0,44550.0,,,23780.0,,2903.0,37000.0,9.0,,845.0,,,42300.0,,,3695.0,42300.0,20040.0,,36550.0,9200.0,22300.0,,,,6985.0,,,,9380.0
2022-06-01,,,,46000.0,8980.0,3800.0,4640.0,,209.625,,,,,270.0,20500.0,2253.0,,20.1,170.0,11080.0,6.5,1998.0,69980.0,15060.0,757.0,39400.0,,,20500.0,,2360.0,39600.0,8.5,,750.0,,,31700.0,,,3092.0,31700.0,16500.0,,33700.0,7390.0,16500.0,,,,6250.0,,,,8000.0
2022-07-01,,,,41500.0,8610.0,3540.0,3900.0,,224.9375,,,,,270.0,19600.0,2280.0,,20.1,169.0,10200.0,7.0,1901.0,61500.0,12100.0,750.2,40000.0,,,20600.0,,2200.0,39900.0,8.5,,740.0,,,31620.0,,,2900.0,31620.0,16000.0,,30620.0,7700.0,15400.0,,,,5850.0,,,,7900.0
2022-08-01,,,,40000.0,8290.0,3298.0,3489.0,,213.75,,,,,250.0,19500.0,2257.0,,19.0,148.1,10800.0,7.0,1900.0,51000.0,9750.0,690.7,37000.0,,,19170.0,,2080.0,37000.0,,51600.0,665.0,,,30580.0,,5300.0,2355.0,30580.0,15850.0,,31000.0,6630.0,15520.0,,,,4750.0,,,,7840.0
2022-09-01,,,,28540.0,7710.0,2813.0,3380.0,,194.375,,,,,248.9,16700.0,2074.0,,25.5,144.0,10200.0,6.0,1871.0,48970.0,9810.0,659.0,37500.0,,,16500.0,,1795.0,36980.0,8.5,44150.0,580.0,,,28020.0,,,2280.0,28020.0,13500.0,,29990.0,6000.0,12800.0,,,,4180.0,,,,8095.0
2022-10-01,,,,26000.0,7900.0,2775.0,3330.0,,221.875,,,,,228.0,16100.0,2450.0,,31.5,118.0,11000.0,7.0,1647.0,56200.0,10250.0,580.0,39810.0,,,19270.0,,1680.0,53010.0,7.5,38640.0,540.0,,,31250.0,,,2220.0,31250.0,12700.0,,26000.0,5900.0,13660.0,,,,4350.0,,,,8030.0
2022-11-01,,,,32000.0,7780.0,2925.0,3503.0,,250.0,,,,,228.0,15820.0,2290.0,,30.0,120.0,3620.0,6.4,1800.0,62200.0,9900.0,580.0,38050.0,,,19500.0,,1710.0,43900.0,,35080.0,558.0,,,31990.0,,,2570.0,31990.0,13000.0,,26200.0,6240.0,13000.0,,,,4700.0,,,,8140.0
2022-12-01,,,,37000.0,6985.0,2780.0,3600.0,,265.625,,,,,240.0,15000.0,2420.0,,25.3,108.0,3400.0,6.8,1683.0,61000.0,9490.0,530.0,42000.0,,,21000.0,,1850.0,44500.0,,35780.0,570.0,,,33550.0,,,2540.0,33550.0,12900.0,,27560.0,6350.0,13200.0,,,,4560.0,,,,8030.0
2023-01-01,,,,35420.0,7250.0,2600.0,3213.0,,262.4375,,,,,221.0,16000.0,2669.0,,25.3,119.0,3800.0,6.0,1570.0,61000.0,9365.0,560.0,40900.0,,,19040.0,,2290.0,45800.0,,34600.0,573.0,,,35490.0,,5300.0,2295.0,35490.0,13400.0,,25500.0,5500.0,12280.0,,,,4550.0,,,,8180.0
2023-02-01,,,,27860.0,7200.0,2422.0,3012.0,,224.375,,,,1000.0,170.0,10500.0,2698.0,,21.5,,4070.0,,1400.0,57980.0,9700.0,530.0,36600.0,,,17210.0,,1852.0,50800.0,7.51,26600.0,540.0,,,30820.0,,,2140.0,30820.0,10000.0,,25000.0,5550.0,9600.0,,,,4344.0,,,,7830.0
2023-03-01,,,,32420.0,10130.0,2900.0,3018.0,,218.6875,,,,,203.4,11480.0,2450.0,,23.4,114.0,4100.0,5.5,1535.0,61000.0,9090.0,555.0,40450.0,,,15150.0,,2002.0,50000.0,,24270.0,558.9,,,29180.0,,,2370.0,29180.0,10060.0,,24100.0,5920.0,11290.0,,,,4200.0,,,,7650.0
