fecha,icolcap_real,icolcap_base100,sintetico_base100,grandes_base100
2009-02-09,30.9,100.0,100.0,100.0
2009-02-10,30.0,97.0874,99.4336,99.4662
2009-02-11,30.0,97.0874,99.4336,99.4662
2009-02-12,30.0,97.0874,99.4336,99.4662
2009-02-13,30.48,98.6408,99.7374,99.7525
2009-02-17,29.34,94.9515,99.0095,99.0663
2009-02-18,29.4,95.1456,99.0484,99.1029
2009-02-19,29.64,95.9223,99.2032,99.249
2009-02-20,28.2,91.2621,98.2985,98.3958
2009-02-23,28.0,90.6149,98.2985,98.3958
2009-02-26,28.26,91.4563,98.2985,98.3958
2009-02-27,28.26,91.4563,98.2985,98.3958
2009-03-02,28.26,91.4563,98.2985,98.3958
2009-03-03,28.26,91.4563,98.2985,98.3958
2009-03-04,28.68,92.8155,98.9808,98.9711
2009-03-05,28.68,92.8155,98.9808,98.9711
2009-03-06,28.68,92.8155,98.9808,98.9711
2009-03-09,28.68,92.8155,98.9808,98.9711
2009-03-10,29.36,95.0162,100.0744,99.8919
2009-03-11,29.36,95.0162,100.0744,99.8919
2009-03-12,29.36,95.0162,100.0744,99.8919
2009-03-13,30.14,97.5405,101.3124,100.9323
2009-03-16,30.86,99.8706,101.4069,101.0116
2009-03-17,31.56,102.1359,101.4069,101.0116
2009-03-18,31.54,102.0712,101.4069,101.0116
2009-03-19,32.26,104.4013,101.4069,101.0116
2009-03-20,32.42,104.9191,101.4069,101.0116
2009-03-24,32.4,104.8544,101.4069,101.0116
2009-03-25,32.26,104.4013,101.4069,101.0116
2009-03-26,31.98,103.4951,101.4069,101.0116
2009-03-27,30.8,99.6764,101.4069,101.0116
2009-03-30,30.06,97.2816,101.1862,100.8263
2009-03-31,30.2,97.7346,101.4069,101.0116
2009-04-01,30.4,98.3819,101.4069,101.0116
2009-04-02,31.42,101.6828,103.0719,102.3833
2009-04-03,31.6,102.2654,103.3629,102.6226
2009-04-06,31.56,102.1359,103.2983,102.5695
2009-04-07,32.0,103.5599,104.0065,103.1516
2009-04-08,32.54,105.3074,104.8689,103.8594
2009-04-13,32.52,105.2427,104.8371,103.8334
2009-04-14,32.52,105.2427,104.8371,103.8334
2009-04-15,32.74,105.9547,105.1865,104.1199
2009-04-16,33.1,107.1197,105.7557,104.5863
2009-04-17,32.7,105.8252,105.1231,104.0679
2009-04-20,32.64,105.6311,105.0278,103.9898
2009-04-21,32.68,105.7605,105.0913,104.0418
2009-04-22,32.42,104.9191,104.6779,103.7027
2009-04-23,34.02,110.0971,107.1961,105.7647
2009-04-24,34.0,110.0324,107.165,105.7393
2009-04-27,34.54,111.7799,108.0016,106.4225
2009-04-28,34.3,111.0032,107.6306,106.1196
2009-04-29,34.9,112.945,108.5556,106.8744
2009-04-30,35.88,116.1165,110.0493,108.0909
2009-05-04,36.1,116.8285,110.0493,108.0909
2009-05-05,36.84,119.2233,111.3142,109.5855
2009-05-06,37.32,120.7767,112.1287,110.5497
2009-05-07,38.0,122.9773,113.2748,111.909
2009-05-08,39.0,126.2136,114.944,113.8936
2009-05-11,38.2,123.6246,113.6101,112.3072
2009-05-12,39.1,126.5372,115.1099,114.0912
2009-05-13,38.02,123.0421,113.3083,111.9488
2009-05-14,38.28,123.8835,113.7441,112.4663
2009-05-15,38.86,125.7605,114.7115,113.6168
2009-05-18,38.6,124.9191,114.2786,113.1017
2009-05-19,39.34,127.3139,115.5073,114.5646
2009-05-20,40.96,132.5566,118.1625,117.7365
2009-05-21,40.22,130.1618,116.9554,116.2928
2009-05-22,40.0,129.4498,116.5947,115.8619
2009-05-26,40.58,131.3269,117.5438,116.9962
2009-05-27,40.0,129.4498,116.5947,115.8619
2009-05-28,41.0,132.6861,118.2274,117.8143
2009-05-29,41.82,135.3398,119.5534,119.4038
2009-06-01,42.8,138.5113,119.5534,119.4038
2009-06-02,44.1,142.7184,123.2808,123.2727
2009-06-05,44.72,144.7249,125.0595,125.1205
2009-06-08,43.8,141.7476,122.4204,122.3792
2009-06-09,44.74,144.7896,125.1169,125.1801
2009-06-10,44.9,145.3074,125.576,125.6572
2009-06-11,45.66,147.767,126.7241,126.8506
2009-06-12,46.6,150.8091,126.7241,126.8506
2009-06-16,45.6,147.5728,126.7241,126.8506
2009-06-17,44.2,143.0421,123.5676,123.5706
2009-06-18,45.24,146.4078,126.5518,126.6715
2009-06-19,45.46,147.1197,126.7241,126.8506
2009-06-23,44.36,143.5599,124.0266,124.0474
2009-06-24,42.88,138.7702,119.7827,119.6417
2009-06-25,44.24,143.1715,123.6824,123.6898
2009-06-26,44.7,144.6602,125.0021,125.0608
2009-06-30,45.3,146.6019,126.7241,126.8506
2009-07-01,46.94,151.9094,126.7241,126.8506
2009-07-02,47.28,153.0097,127.3317,127.8149
2009-07-06,46.86,151.6505,126.7241,126.8506
2009-07-07,46.36,150.0324,126.7241,126.8506
2009-07-08,45.9,148.5437,126.7241,126.8506
2009-07-09,45.08,145.89,126.7241,126.8506
2009-07-10,44.42,143.754,126.7241,126.8506
2009-07-13,45.0,145.6311,126.7241,126.8506
2009-07-14,48.36,156.5049,129.252,130.8801
2009-07-15,47.3,153.0744,127.3674,127.8716
2009-07-16,47.1,152.4272,127.0102,127.3043
2009-07-17,48.4,156.6343,129.3229,130.9937
2009-07-21,49.82,161.2298,131.158,133.9487
2009-07-22,49.96,161.6828,131.158,133.9487
2009-07-23,52.1,168.6084,131.158,133.9487
2009-07-24,51.34,166.1489,131.158,133.9487
2009-07-27,50.72,164.1424,131.158,133.9487
2009-07-28,50.12,162.2006,131.158,133.9487
2009-07-29,48.0,155.3398,128.6135,129.858
2009-07-30,48.9,158.2524,130.2068,132.414
2009-07-31,49.44,160.0,131.158,133.9487
2009-08-03,50.74,164.2071,131.158,133.9487
2009-08-04,50.4,163.1068,131.158,133.9487
2009-08-05,50.7,164.0777,131.158,133.9487
2009-08-06,51.34,166.1489,134.6533,137.5129
2009-08-10,51.5,166.6667,135.594,138.4721
2009-08-11,50.5,163.4304,131.158,133.9487
2009-08-12,49.68,160.7767,131.158,133.9487
2009-08-13,51.4,166.343,135.0056,137.8722
2009-08-14,51.24,165.8252,134.0672,136.9153
2009-08-18,49.7,160.8414,131.158,133.9487
2009-08-19,50.52,163.4951,131.158,133.9487
2009-08-20,51.38,166.2783,134.8881,137.7524
2009-08-21,51.32,166.0841,134.536,137.3933
2009-08-24,51.74,167.4434,137.0118,139.9178
2009-08-25,52.36,169.4498,137.3676,140.2805
2009-08-26,51.92,168.0259,137.3676,140.2805
2009-08-27,52.66,170.4207,137.3676,140.2805
2009-08-28,52.38,169.5146,137.3676,140.2805
2009-08-31,51.8,167.6375,137.3676,140.2805
2009-09-01,48.54,157.0874,137.3676,140.2805
2009-09-03,50.92,164.7896,139.6075,143.9251
2009-09-04,50.92,164.7896,139.6075,143.9251
2009-09-08,53.0,171.521,141.509,147.0461
2009-09-09,53.36,172.6861,141.8331,147.5805
2009-09-10,53.36,172.6861,141.8331,147.5805
2009-09-11,53.98,174.6926,142.3878,148.4968
2009-09-14,54.0,174.7573,142.4056,148.5263
2009-09-15,54.0,174.7573,142.4056,148.5263
2009-09-16,55.66,180.1294,143.8701,150.9556
2009-09-17,55.16,178.5113,143.432,150.2275
2009-09-18,55.96,181.1003,144.1316,151.3911
2009-09-21,56.4,182.5243,144.5136,152.0277
2009-09-22,58.2,188.3495,146.0559,154.6086
2009-09-23,58.76,190.1618,146.5292,155.404
2009-09-24,58.5,189.3204,146.3098,155.0352
2009-09-25,59.34,192.0388,147.0164,156.2241
2009-09-28,61.14,197.8641,147.9813,157.8531
2009-09-29,60.92,197.1521,147.9813,157.8531
2009-09-30,60.5,195.7929,147.9813,157.8531
2009-10-01,59.64,193.0097,147.9813,157.8531
2009-10-02,60.44,195.5987,147.9813,157.8531
2009-10-05,61.2,198.0583,147.9813,157.8531
2009-10-06,62.06,200.8414,147.9813,157.8531
2009-10-07,62.56,202.4595,147.9813,157.8531
2009-10-08,63.68,206.0841,147.9813,157.8531
2009-10-09,63.24,204.6602,147.9813,157.8531
2009-10-13,63.36,205.0485,147.9813,157.8531
2009-10-14,62.9,203.5599,147.9813,157.8531
2009-10-15,61.3,198.3819,147.9813,157.8531
2009-10-16,61.7,199.6764,147.9813,157.8531
2009-10-19,63.7,206.1489,147.9813,157.8531
2009-10-20,61.22,198.123,147.9813,157.8531
2009-10-21,61.0,197.411,147.9813,157.8531
2009-10-22,60.16,194.6926,147.9813,157.8531
2009-10-23,59.8,193.5275,147.9813,157.8531
2009-10-26,59.96,194.0453,147.9813,157.8531
2009-10-27,57.0,184.466,143.1429,150.7344
2009-10-28,54.38,175.9871,141.0353,147.6624
2009-10-29,56.74,183.6246,142.6632,150.0337
2009-10-30,55.86,180.7767,141.0353,147.6624
2009-11-03,54.4,176.0518,141.0353,147.6624
2009-11-04,56.96,184.3366,146.2882,152.1372
2009-11-05,57.24,185.2427,146.8598,152.6223
2009-11-06,57.3,185.4369,146.9822,152.7261
2009-11-09,57.94,187.5081,148.2862,153.8314
2009-11-10,58.96,190.8091,149.8715,155.1727
2009-11-11,58.0,187.7023,148.4083,153.9348
2009-11-12,58.16,188.2201,148.7338,154.2104
2009-11-13,58.64,189.7735,149.7091,155.0354
2009-11-17,59.56,192.7508,149.8715,155.1727
2009-11-18,58.9,190.6149,149.8715,155.1727
2009-11-19,58.66,189.8382,149.7497,155.0697
2009-11-20,58.4,188.9968,149.2216,154.6232
2009-11-23,59.18,191.521,149.8715,155.1727
2009-11-24,59.16,191.4563,149.8715,155.1727
2009-11-25,59.42,192.2977,149.8715,155.1727
2009-11-27,58.88,190.5502,149.8715,155.1727
2009-11-30,58.72,190.0324,149.8715,155.1727
2009-12-01,59.86,193.7217,149.8715,155.1727
2009-12-02,59.42,192.2977,150.5093,155.9347
2009-12-03,59.94,193.9806,149.8715,155.1727
2009-12-04,59.22,191.6505,150.8017,156.2842
2009-12-07,60.14,194.6278,149.8715,155.1727
2009-12-09,60.24,194.9515,149.8715,155.1727
2009-12-10,60.38,195.4045,149.8715,155.1727
2009-12-11,60.38,195.4045,149.8715,155.1727
2009-12-14,60.38,195.4045,149.8715,155.1727
2009-12-15,59.94,193.9806,149.8715,155.1727
2009-12-16,60.54,195.9223,149.8715,155.1727
2009-12-17,60.58,196.0518,149.8715,155.1727
2009-12-18,60.5,195.7929,149.8715,155.1727
2009-12-21,59.86,193.7217,149.8715,155.1727
2009-12-22,58.22,188.4142,152.2874,158.0615
2009-12-23,59.5,192.5566,150.3928,155.7955
2009-12-24,58.7,189.9676,151.5693,157.2021
2009-12-28,59.2,191.5858,150.8311,156.3192
2009-12-29,56.52,182.9126,154.9076,161.2024
2009-12-30,55.76,180.4531,156.1196,162.658
2010-01-04,56.78,183.754,156.1196,162.658
2010-01-05,58.28,188.6084,155.4746,161.4836
2010-01-06,58.46,189.1909,155.3985,161.3453
2010-01-07,59.08,191.1974,155.3817,161.3146
2010-01-08,59.14,191.3916,155.3817,161.3146
2010-01-12,59.6,192.8803,155.3817,161.3146
2010-01-13,60.0,194.1748,155.3817,161.3146
2010-01-14,59.94,193.9806,155.3817,161.3146
2010-01-15,59.56,192.7508,155.3817,161.3146
2010-01-19,61.4,198.7055,155.3817,161.3146
2010-01-20,60.16,194.6926,155.3817,161.3146
2010-01-21,57.8,187.055,155.6789,161.8552
2010-01-22,57.7,186.7314,155.7217,161.9331
2010-01-25,57.86,187.2492,155.6533,161.8085
2010-01-26,57.36,185.6311,155.8679,162.1992
2010-01-27,59.34,192.0388,155.3817,161.3146
2010-01-28,57.86,187.2492,155.6533,161.8085
2010-01-29,58.5,189.3204,155.3817,161.3146
2010-02-01,59.6,192.8803,155.3817,161.3146
2010-02-02,60.9,197.0874,156.2299,162.5114
2010-02-03,59.68,193.1392,155.4343,161.3887
2010-02-04,58.78,190.2265,155.3817,161.3146
2010-02-05,55.5,179.6117,155.3817,161.3146
2010-02-08,55.64,180.0647,155.3817,161.3146
2010-02-09,57.3,185.4369,155.3817,161.3146
2010-02-10,58.0,187.7023,155.3817,161.3146
2010-02-11,59.32,191.9741,155.3817,161.3146
2010-02-12,60.64,196.246,156.0614,162.2734
2010-02-16,61.82,200.0647,156.8221,163.3482
2010-02-17,61.46,198.8997,156.5911,163.0218
2010-02-18,61.96,200.5178,156.9116,163.4749
2010-02-19,62.16,201.165,157.0392,163.6554
2010-02-22,62.02,200.712,156.9499,163.5291
2010-02-23,62.2,201.2945,157.0647,163.6915
2010-02-24,62.48,202.2006,157.2428,163.9436
2010-02-25,61.94,200.4531,156.8988,163.4568
2010-02-26,62.96,203.754,157.5467,164.3739
2010-03-01,63.3,204.8544,157.5467,164.3739
2010-03-02,64.16,207.6375,163.2181,169.4614
2010-03-03,64.1,207.4434,163.2181,169.4614
2010-03-04,63.28,204.7896,157.5467,164.3739
2010-03-05,65.5,211.9741,163.2181,169.4614
2010-03-08,65.68,212.5566,163.2181,169.4614
2010-03-09,65.44,211.7799,163.2181,169.4614
2010-03-10,65.16,210.8738,163.2181,169.4614
2010-03-11,65.6,212.2977,163.2181,169.4614
2010-03-12,64.84,209.8382,163.2181,169.4614
2010-03-15,64.0,207.1197,163.2181,169.4614
2010-03-16,65.12,210.7443,163.2181,169.4614
2010-03-17,65.32,211.3916,163.2181,169.4614
2010-03-18,65.58,212.233,163.2181,169.4614
2010-03-19,64.36,208.2848,163.2181,169.4614
2010-03-23,63.72,206.2136,160.933,167.4145
2010-03-24,63.16,204.4013,157.5467,164.3739
2010-03-25,63.98,207.055,163.0541,169.3146
2010-03-26,63.88,206.7314,162.236,168.5822
2010-03-29,63.74,206.2783,161.0955,167.5602
2010-03-30,64.34,208.2201,163.2181,169.4614
2010-03-31,64.0,207.1197,163.2181,169.4614
2010-04-05,65.26,211.1974,163.2181,169.4614
2010-04-06,66.16,214.11,166.9317,172.8462
2010-04-07,66.16,214.11,166.9317,172.8462
2010-04-08,65.74,212.7508,166.9317,172.8462
2010-04-09,66.02,213.6569,166.9317,172.8462
2010-04-12,66.0,213.5922,166.9317,172.8462
2010-04-13,64.88,209.9676,163.2181,169.4614
2010-04-14,65.98,213.5275,166.9317,172.8462
2010-04-15,65.7,212.6214,166.9317,172.8462
2010-04-16,64.8,209.7087,163.2181,169.4614
2010-04-19,64.26,207.9612,163.2181,169.4614
2010-04-20,64.6,209.0615,163.2181,169.4614
2010-04-21,64.5,208.7379,163.2181,169.4614
2010-04-22,65.18,210.9385,163.2181,169.4614
2010-04-23,66.2,214.2395,166.9317,172.8462
2010-04-26,66.74,215.9871,166.9317,172.8462
2010-04-27,65.0,210.356,163.2181,169.4614
2010-04-28,64.9,210.0324,163.2181,169.4614
2010-04-29,65.84,213.0744,166.9317,172.8462
2010-04-30,65.48,211.9094,166.9317,172.8462
2010-05-03,65.76,212.8155,166.9317,172.8462
2010-05-04,64.46,208.6084,164.8659,172.2467
2010-05-05,62.78,203.1715,162.1729,171.457
2010-05-06,60.3,195.1456,162.1729,171.457
2010-05-07,60.3,195.1456,162.1729,171.457
2010-05-10,63.18,204.466,162.8165,171.6466
2010-05-11,64.0,207.1197,164.1311,172.0322
2010-05-12,64.0,207.1197,164.1311,172.0322
2010-05-13,64.7,209.3851,165.2484,172.3581
2010-05-14,64.38,208.3495,164.7382,172.2095
2010-05-18,63.5,205.5016,163.3303,171.7976
2010-05-19,60.92,197.1521,162.1729,171.457
2010-05-20,60.58,196.0518,162.1729,171.457
2010-05-21,59.86,193.7217,162.1729,171.457
2010-05-24,62.0,200.6472,162.1729,171.457
2010-05-25,59.76,193.3981,162.1729,171.457
2010-05-26,61.34,198.5113,162.1729,171.457
2010-05-27,63.58,205.7605,163.4586,171.8352
2010-05-28,62.78,203.1715,162.1729,171.457
2010-06-01,63.66,206.0194,162.1729,171.457
2010-06-02,65.02,210.4207,162.9944,172.6522
2010-06-03,64.86,209.9029,162.8984,172.5125
2010-06-04,64.86,209.9029,162.8984,172.5125
2010-06-08,63.38,205.1133,162.1729,171.457
2010-06-09,64.9,210.0324,162.9224,172.5475
2010-06-10,65.9,213.2686,163.519,173.4167
2010-06-11,66.66,215.7282,163.9678,174.0714
2010-06-15,66.82,216.246,164.0501,174.1915
2010-06-16,67.66,218.9644,164.0501,174.1915
2010-06-17,68.5,221.6828,164.0501,174.1915
2010-06-18,68.4,221.3592,164.0501,174.1915
2010-06-21,69.24,224.0777,164.0501,174.1915
2010-06-22,67.94,219.8706,164.0501,174.1915
2010-06-23,69.24,224.0777,164.0501,174.1915
2010-06-24,67.92,219.8058,164.0501,174.1915
2010-06-25,68.8,222.6537,164.0501,174.1915
2010-06-28,68.04,220.1942,164.0501,174.1915
2010-06-29,66.88,216.4401,164.0501,174.1915
2010-06-30,66.8,216.1812,164.0501,174.1915
2010-07-01,66.94,216.6343,164.0501,174.1915
2010-07-02,67.7,219.0939,164.7311,175.3613
2010-07-06,68.38,221.2945,165.3364,176.4035
2010-07-07,68.6,222.0065,165.5314,176.7398
2010-07-08,69.94,226.343,166.7107,178.7786
2010-07-09,70.1,226.8608,166.8505,179.021
2010-07-12,70.78,229.0615,167.4427,180.0486
2010-07-13,71.2,230.4207,167.8066,180.6813
2010-07-14,72.12,233.3981,168.599,182.0618
2010-07-15,72.84,235.7282,169.2148,183.1373
2010-07-16,72.26,233.8511,168.7191,182.2713
2010-07-19,72.4,234.3042,168.839,182.4806
2010-07-21,73.5,237.8641,169.7758,184.1193
2010-07-22,74.68,241.6828,170.771,185.8662
2010-07-23,75.32,243.754,171.3066,186.809
2010-07-26,76.22,246.6667,172.0549,188.1292
2010-07-27,77.44,250.6149,172.1708,188.334
2010-07-28,76.92,248.932,172.1708,188.334
2010-07-29,75.54,244.466,171.49,187.1323
2010-07-30,76.36,247.1197,172.1708,188.334
2010-08-02,77.16,249.7087,172.1708,188.334
2010-08-03,78.06,252.6214,174.1112,190.6559
2010-08-04,78.9,255.3398,175.9216,192.8244
2010-08-05,78.24,253.2039,174.4992,191.1205
2010-08-06,78.02,252.4919,174.025,190.5527
2010-08-09,78.28,253.3333,174.5855,191.2237
2010-08-10,78.06,252.6214,174.1112,190.6559
2010-08-11,76.64,248.0259,172.1708,188.334
2010-08-12,75.76,245.178,172.1708,188.334
2010-08-13,76.08,246.2136,172.1708,188.334
2010-08-17,77.66,251.3269,173.2489,189.6238
2010-08-18,77.76,251.6505,173.4645,189.8818
2010-08-19,77.86,251.9741,173.6801,190.1398
2010-08-20,78.04,252.5566,174.0681,190.6043
2010-08-23,78.5,254.0453,175.0596,191.7916
2010-08-24,79.14,256.1165,176.4388,193.4442
2010-08-25,79.0,255.6634,176.1371,193.0826
2010-08-26,79.38,256.8932,176.9558,194.0641
2010-08-27,80.44,260.3236,179.239,196.8033
2010-08-30,80.12,259.288,178.5498,195.9762
2010-08-31,81.92,265.1133,182.4251,200.6313
2010-09-01,84.3,272.8155,182.4251,200.6313
2010-09-02,82.8,267.9612,182.4251,200.6313
2010-09-03,83.76,271.068,182.4251,200.6313
2010-09-07,84.06,272.0388,182.4251,200.6313
2010-09-08,85.82,277.7346,184.9593,206.1208
2010-09-09,85.58,276.9579,184.5599,205.2507
2010-09-10,85.0,275.0809,183.5934,203.1531
2010-09-13,85.18,275.6634,183.8935,203.8033
2010-09-14,85.12,275.4693,183.7935,203.5865
2010-09-15,83.9,271.521,182.4251,200.6313
2010-09-16,83.58,270.4854,182.4251,200.6313
2010-09-17,83.78,271.1327,182.4251,200.6313
2010-09-20,85.26,275.9223,184.0268,204.0925
2010-09-21,85.04,275.2104,183.6601,203.2976
2010-09-22,84.5,273.4628,182.7591,201.3507
2010-09-23,83.12,268.9968,182.4251,200.6313
2010-09-24,83.74,271.0032,182.4251,200.6313
2010-09-27,84.16,272.3625,182.4251,200.6313
2010-09-28,86.82,280.9709,186.621,209.7596
2010-09-29,88.04,284.9191,188.4107,213.7136
2010-09-30,87.9,284.466,188.4107,213.7136
2010-10-01,87.68,283.754,188.4107,213.7136
2010-10-04,87.56,283.3657,188.4107,213.7136
2010-10-05,89.5,289.644,192.4541,219.5553
2010-10-06,90.86,294.0453,195.4773,223.945
2010-10-07,90.02,291.3269,193.6098,221.2313
2010-10-08,91.18,295.0809,196.1889,224.9808
2010-10-11,91.86,297.2816,197.7012,227.1858
2010-10-12,92.76,300.1942,198.1016,227.7703
2010-10-13,93.44,302.3948,198.1016,227.7703
2010-10-14,91.86,297.2816,197.7012,227.1858
2010-10-15,91.4,295.7929,196.6781,225.6936
2010-10-19,91.14,294.9515,196.0999,224.8513
2010-10-20,92.22,298.4466,198.1016,227.7703
2010-10-21,92.78,300.2589,198.1016,227.7703
2010-10-22,93.16,301.4887,198.1016,227.7703
2010-10-25,92.12,298.123,198.1016,227.7703
2010-10-26,91.0,294.4984,195.7886,224.398
2010-10-27,90.28,292.1683,194.1878,222.0704
2010-10-28,90.82,293.9159,195.3884,223.8156
2010-10-29,92.04,297.8641,198.1016,227.7703
2010-11-02,93.06,301.165,198.1016,227.7703
2010-11-03,93.62,302.9773,198.1016,227.7703
2010-11-04,95.38,308.6731,198.1016,227.7703
2010-11-05,95.38,308.6731,198.1016,227.7703
2010-11-08,94.7,306.4725,198.1016,227.7703
2010-11-09,93.18,301.5534,198.1016,227.7703
2010-11-10,91.88,297.3463,197.0535,225.6624
2010-11-11,88.92,287.767,194.3891,220.3419
2010-11-12,85.92,278.0583,191.6352,214.9002
2010-11-16,81.9,265.0485,188.008,207.822
2010-11-17,84.46,273.3333,190.2747,212.2333
2010-11-18,86.02,278.3819,191.7279,215.0824
2010-11-19,84.1,272.1683,189.9371,211.5738
2010-11-22,84.26,272.6861,190.0873,211.867
2010-11-23,82.26,266.2136,188.1984,208.191
2010-11-24,83.8,271.1974,189.6552,211.0237
2010-11-26,81.78,264.6602,188.008,207.822
2010-11-29,81.62,264.1424,188.008,207.822
2010-11-30,82.06,265.5663,188.008,207.822
2010-12-01,83.78,271.1327,188.008,207.822
2010-12-02,85.34,276.1812,194.1058,212.172
2010-12-03,85.92,278.0583,194.1058,212.172
2010-12-06,86.5,279.9353,194.1058,212.172
2010-12-07,85.66,277.2168,194.1058,212.172
2010-12-09,84.84,274.5631,194.1058,212.172
2010-12-10,86.84,281.0356,194.1058,212.172
2010-12-13,85.88,277.9288,194.1058,212.172
2010-12-14,85.76,277.5405,194.1058,212.172
2010-12-15,84.32,272.8803,194.1058,212.172
2010-12-16,84.3,272.8155,194.1058,212.172
2010-12-17,83.92,271.5858,190.1234,209.3367
2010-12-20,83.22,269.3204,188.008,207.822
2010-12-21,83.62,270.6149,188.008,207.822
2010-12-22,85.04,275.2104,194.1058,212.172
2010-12-23,84.82,274.4984,194.1058,212.172
2010-12-27,84.42,273.2039,194.1058,212.172
2010-12-28,82.04,265.5016,188.008,207.822
2010-12-29,83.42,269.9676,188.008,207.822
2010-12-30,84.18,272.4272,194.1058,212.172
2011-01-03,83.96,271.7152,194.1058,212.172
2011-01-04,83.8,271.1974,192.8416,204.2637
2011-01-05,84.44,273.2686,194.1058,212.172
2011-01-06,83.64,270.6796,192.2117,200.4154
2011-01-07,82.56,267.1845,192.2117,200.4154
2011-01-11,83.54,270.356,192.2117,200.4154
2011-01-12,84.72,274.1748,194.1058,212.172
2011-01-13,85.14,275.534,194.1058,212.172
2011-01-14,84.9,274.7573,194.1058,212.172
2011-01-18,84.9,274.7573,194.1058,212.172
2011-01-19,83.98,271.7799,194.1058,212.172
2011-01-20,83.56,270.4207,192.2117,200.4154
2011-01-21,84.52,273.5275,194.1058,212.172
2011-01-24,84.62,273.8511,194.1058,212.172
2011-01-25,83.98,271.7799,194.1058,212.172
2011-01-26,84.0,271.8447,194.1058,212.172
2011-01-27,84.04,271.9741,194.1058,212.172
2011-01-28,83.08,268.8673,192.2117,200.4154
2011-01-31,83.72,270.9385,192.2117,200.4154
2011-02-01,83.86,271.3916,192.2117,200.4154
2011-02-02,82.96,268.479,192.198,199.4946
2011-02-03,81.78,264.6602,192.1799,198.2786
2011-02-04,80.26,259.7411,192.1693,197.5733
2011-02-07,79.36,256.8285,192.1693,197.5733
2011-02-08,79.04,255.7929,192.1693,197.5733
2011-02-09,80.22,259.6117,192.1693,197.5733
2011-02-10,78.32,253.4628,192.1693,197.5733
2011-02-11,79.0,255.6634,192.1693,197.5733
2011-02-14,78.5,254.0453,192.1693,197.5733
2011-02-15,78.5,254.0453,192.1693,197.5733
2011-02-16,78.0,252.4272,192.1693,197.5733
2011-02-17,78.5,254.0453,192.1693,197.5733
2011-02-18,77.3,250.1618,192.1693,197.5733
2011-02-22,77.08,249.4498,192.1693,197.5733
2011-02-23,79.18,256.246,192.1693,197.5733
2011-02-24,79.44,257.0874,192.1693,197.5733
2011-02-25,80.0,258.8997,192.1693,197.5733
2011-02-28,81.1,262.4595,192.1693,197.5733
2011-03-01,81.68,264.3366,192.1693,197.5733
2011-03-02,81.52,263.8188,193.2385,198.6038
2011-03-03,83.04,268.7379,192.1693,197.5733
2011-03-04,83.7,270.8738,192.1693,197.5733
2011-03-07,83.52,270.2913,192.1693,197.5733
2011-03-08,82.7,267.6375,192.1693,197.5733
2011-03-09,83.04,268.7379,192.1693,197.5733
2011-03-10,81.28,263.0421,194.8574,200.1636
2011-03-11,79.88,258.5113,196.7695,202.0047
2011-03-14,78.7,254.6926,196.7695,202.0047
2011-03-15,76.48,247.5081,196.7695,202.0047
2011-03-16,75.8,245.3074,196.7695,202.0047
2011-03-17,80.18,259.4822,196.7695,202.0047
2011-03-18,81.44,263.5599,193.7761,199.1219
2011-03-22,81.7,264.4013,192.1693,197.5733
2011-03-23,81.84,264.8544,192.1693,197.5733
2011-03-24,81.98,265.3074,192.1693,197.5733
2011-03-25,81.26,262.9773,194.9932,200.2943
2011-03-28,80.5,260.5178,196.7695,202.0047
2011-03-29,79.52,257.3463,196.7695,202.0047
2011-03-30,80.1,259.2233,196.7695,202.0047
2011-03-31,81.0,262.1359,196.7695,202.0047
2011-04-01,81.66,264.2718,196.7695,202.0047
2011-04-04,81.62,264.1424,196.7695,202.0047
2011-04-05,82.84,268.0906,196.1681,201.1285
2011-04-06,83.36,269.7735,195.9064,200.7476
2011-04-07,82.6,267.3139,196.2896,201.3054
2011-04-08,83.64,270.6796,195.7663,200.5437
2011-04-11,82.44,266.7961,196.3708,201.4237
2011-04-12,81.28,263.0421,196.7695,202.0047
2011-04-13,81.92,265.1133,196.6361,201.8102
2011-04-14,82.4,266.6667,196.3911,201.4533
2011-04-15,81.96,265.2427,196.6156,201.7804
2011-04-18,81.44,263.5599,196.7695,202.0047
2011-04-19,82.08,265.6311,196.5542,201.6909
2011-04-20,84.16,272.3625,195.5076,200.1675
2011-04-25,84.48,273.3981,195.3494,199.9375
2011-04-26,84.28,272.7508,195.4482,200.0811
2011-04-27,84.84,274.5631,195.1723,199.6801
2011-04-28,85.28,275.9871,194.9765,199.3957
2011-04-29,85.24,275.8576,194.9765,199.3957
2011-05-02,84.8,274.4337,194.9765,199.3957
2011-05-03,83.84,271.3269,194.9765,199.3957
2011-05-04,83.88,271.4563,194.9765,199.3957
2011-05-05,83.16,269.1262,194.9765,199.3957
2011-05-06,83.16,269.1262,194.9765,199.3957
2011-05-09,83.2,269.2557,194.9765,199.3957
2011-05-10,84.2,272.4919,194.9765,199.3957
2011-05-11,83.08,268.8673,194.9765,199.3957
2011-05-12,84.0,271.8447,194.9765,199.3957
2011-05-13,83.64,270.6796,194.9765,199.3957
2011-05-16,82.52,267.055,194.9765,199.3957
2011-05-17,82.72,267.7023,194.9765,199.3957
2011-05-18,82.88,268.2201,194.9765,199.3957
2011-05-19,82.8,267.9612,194.9765,199.3957
2011-05-20,82.84,268.0906,194.9765,199.3957
2011-05-23,82.0,265.3722,194.9765,199.3957
2011-05-24,82.48,266.9256,194.9765,199.3957
