fecha,icolcap_real
2018-12-18,33.24
2018-12-19,32.64
2018-12-20,31.24
2018-12-21,31.0
2018-12-24,31.040001
2018-12-26,32.080002
2018-12-27,31.92
2018-12-28,31.16
2019-01-02,31.8
2019-01-03,31.68
2019-01-04,32.72
2019-01-08,33.52
2019-01-09,34.040001
2019-01-10,34.28
2019-01-11,34.12
2019-01-14,34.32
2019-01-15,34.44
2019-01-16,34.8
2019-01-17,34.72
2019-01-18,34.76
2019-01-22,34.6
2019-01-23,34.56
2019-01-24,34.8
2019-01-25,35.080002
2019-01-28,35.0
2019-01-29,35.2
2019-01-30,35.6
2019-01-31,36.68
2019-02-01,36.68
2019-02-04,37.12
2019-02-05,37.48
2019-02-06,37.56
2019-02-07,36.84
2019-02-08,36.68
2019-02-11,36.72
2019-02-12,36.84
2019-02-13,36.56
2019-02-14,36.6
2019-02-15,37.28
2019-02-19,37.0
2019-02-20,37.48
2019-02-21,37.040001
2019-02-22,37.8
2019-02-25,38.16
2019-02-26,38.6
2019-02-27,38.52
2019-02-28,38.28
2019-03-01,38.32
2019-03-04,38.52
2019-03-05,38.4
2019-03-06,38.68
2019-03-07,38.040001
2019-03-08,37.4
2019-03-11,37.84
2019-03-12,38.28
2019-03-13,38.84
2019-03-14,39.12
2019-03-15,39.44
2019-03-18,40.24
2019-03-19,40.48
2019-03-20,40.64
2019-03-21,40.96
2019-03-22,39.36
2019-03-26,39.44
2019-03-27,38.52
2019-03-28,38.4
2019-03-29,38.6
2019-04-01,38.84
2019-04-02,38.8
2019-04-03,39.2
2019-04-04,39.24
2019-04-05,39.72
2019-04-08,40.040001
2019-04-09,40.16
2019-04-10,40.48
2019-04-11,39.88
2019-04-12,39.68
2019-04-15,39.080002
2019-04-16,38.64
2019-04-17,38.96
2019-04-22,39.28
2019-04-23,39.080002
2019-04-24,38.52
2019-04-25,38.52
2019-04-26,38.52
2019-04-29,38.16
2019-04-30,38.080002
2019-05-02,37.48
2019-05-03,37.48
2019-05-06,37.16
2019-05-07,36.32
2019-05-08,36.6
2019-05-09,36.8
2019-05-10,36.76
2019-05-13,35.88
2019-05-14,35.84
2019-05-15,35.8
2019-05-16,35.48
2019-05-17,35.080002
2019-05-20,34.6
2019-05-21,34.92
2019-05-22,34.72
2019-05-23,34.0
2019-05-24,34.6
2019-05-28,34.12
2019-05-29,34.6
2019-05-30,34.72
2019-05-31,34.36
2019-06-04,35.48
2019-06-05,35.2
2019-06-06,35.12
2019-06-07,35.64
2019-06-10,35.88
2019-06-11,36.24
2019-06-12,36.16
2019-06-13,36.16
2019-06-14,36.16
2019-06-17,36.32
2019-06-18,36.64
2019-06-19,37.24
2019-06-20,38.16
2019-06-21,38.16
2019-06-25,38.16
2019-06-26,38.28
2019-06-27,37.72
2019-06-28,37.72
2019-07-02,37.52
2019-07-03,37.52
2019-07-05,38.2
2019-07-08,38.36
2019-07-09,38.52
2019-07-10,38.92
2019-07-11,38.88
2019-07-12,39.12
2019-07-15,39.32
2019-07-16,39.4
2019-07-17,39.44
2019-07-18,38.92
2019-07-19,39.24
2019-07-22,38.92
2019-07-23,39.0
2019-07-24,38.56
2019-07-25,38.24
2019-07-26,37.68
2019-07-29,37.6
2019-07-30,37.0
2019-07-31,36.96
2019-08-01,36.0
2019-08-02,35.44
2019-08-05,34.2
2019-08-06,34.64
2019-08-08,35.64
2019-08-09,35.68
2019-08-12,35.0
2019-08-13,35.96
2019-08-14,34.56
2019-08-15,34.48
2019-08-16,35.080002
2019-08-20,35.28
2019-08-21,35.52
2019-08-22,35.040001
2019-08-23,34.080002
2019-08-26,34.36
2019-08-27,34.2
2019-08-28,34.36
2019-08-29,34.84
2019-08-30,34.84
2019-09-03,35.080002
2019-09-04,35.52
2019-09-05,35.56
2019-09-06,36.080002
2019-09-09,36.0
2019-09-10,36.24
2019-09-11,36.32
2019-09-12,36.6
2019-09-13,36.52
2019-09-16,36.84
2019-09-17,36.76
2019-09-18,36.56
2019-09-19,36.52
2019-09-20,36.4
2019-09-23,36.040001
2019-09-24,36.12
2019-09-25,35.92
2019-09-26,36.36
2019-09-27,36.040001
2019-09-30,35.8
2019-10-01,35.56
2019-10-02,35.44
2019-10-03,35.84
2019-10-04,36.16
2019-10-07,35.96
2019-10-08,35.68
2019-10-09,35.84
2019-10-10,35.96
2019-10-11,36.2
2019-10-15,36.0
2019-10-16,35.96
2019-10-17,36.040001
2019-10-18,36.24
2019-10-21,36.080002
2019-10-22,36.52
2019-10-23,36.88
2019-10-24,37.2
2019-10-25,37.28
2019-10-28,37.44
2019-10-29,37.68
2019-10-30,37.56
2019-10-31,37.96
2019-11-01,39.080002
2019-11-05,39.4
2019-11-06,39.2
2019-11-07,39.76
2019-11-08,39.16
2019-11-12,37.92
2019-11-13,37.0
2019-11-14,37.0
2019-11-15,37.28
2019-11-18,37.2
2019-11-19,36.92
2019-11-20,36.44
2019-11-21,36.32
2019-11-22,36.56
2019-11-25,36.4
2019-11-26,35.76
2019-11-27,35.44
2019-11-29,35.64
2019-12-02,35.56
2019-12-03,35.48
2019-12-04,36.44
2019-12-05,36.8
2019-12-06,37.52
2019-12-09,37.28
2019-12-10,37.12
2019-12-11,37.56
2019-12-12,38.0
2019-12-13,38.16
2019-12-16,38.6
2019-12-17,38.96
2019-12-18,39.080002
2019-12-19,39.48
2019-12-20,39.28
2019-12-23,39.92
2019-12-24,39.84
2019-12-26,39.92
2019-12-27,39.64
2019-12-30,39.4
2020-01-02,39.6
2020-01-03,39.6
2020-01-07,39.92
2020-01-08,40.080002
2020-01-09,40.0
2020-01-10,39.92
2020-01-13,39.96
2020-01-14,39.32
2020-01-15,39.52
2020-01-16,39.28
2020-01-17,39.28
2020-01-21,38.92
2020-01-22,38.84
2020-01-23,39.12
2020-01-24,38.48
2020-01-27,37.88
2020-01-28,37.88
2020-01-29,37.88
2020-01-30,37.72
2020-01-31,37.56
2020-02-03,37.6
2020-02-04,38.24
2020-02-05,38.64
2020-02-06,38.44
2020-02-07,37.96
2020-02-10,37.68
2020-02-11,37.88
2020-02-12,38.32
2020-02-13,38.88
2020-02-14,38.56
2020-02-18,38.44
2020-02-19,38.6
2020-02-20,38.52
2020-02-21,37.92
2020-02-24,36.44
2020-02-25,36.28
2020-02-26,35.68
2020-02-27,34.88
2020-02-28,33.68
2020-03-02,34.4
2020-03-03,34.040001
2020-03-04,34.48
2020-03-05,33.64
2020-03-06,32.4
2020-03-09,27.8
2020-03-10,28.0
2020-03-11,26.32
2020-03-12,22.28
2020-03-13,23.16
2020-03-16,19.96
2020-03-17,19.52
2020-03-18,16.52
2020-03-19,16.96
2020-03-20,17.16
2020-03-24,17.12
2020-03-25,19.6
2020-03-26,22.16
2020-03-27,21.4
2020-03-30,21.12
2020-03-31,21.44
2020-04-01,20.12
2020-04-02,20.88
2020-04-03,21.32
2020-04-06,22.44
2020-04-07,22.76
2020-04-08,23.28
2020-04-13,23.48
2020-04-14,23.88
2020-04-15,23.56
2020-04-16,22.88
2020-04-17,23.44
2020-04-20,23.16
2020-04-21,21.4
2020-04-22,21.32
2020-04-23,21.56
2020-04-24,21.28
2020-04-27,21.36
2020-04-28,22.4
2020-04-29,22.49
2020-04-30,22.42
2020-05-04,21.88
2020-05-05,21.98
2020-05-06,21.65
2020-05-07,21.92
2020-05-08,22.52
2020-05-11,22.22
2020-05-12,21.8
2020-05-13,20.49
2020-05-14,20.44
2020-05-15,20.69
2020-05-18,21.37
2020-05-19,21.31
2020-05-20,21.87
2020-05-21,22.02
2020-05-22,22.059999
2020-05-26,22.31
2020-05-27,22.54
2020-05-28,22.85
2020-05-29,22.52
2020-06-01,23.13
2020-06-02,23.83
2020-06-03,25.01
2020-06-04,25.41
2020-06-05,26.3
2020-06-08,26.95
2020-06-09,26.19
2020-06-10,25.36
2020-06-11,23.33
2020-06-12,23.82
2020-06-16,24.23
2020-06-17,23.63
2020-06-18,23.72
2020-06-19,23.83
2020-06-23,23.85
2020-06-24,23.2
2020-06-25,23.52
2020-06-26,23.16
2020-06-30,22.72
2020-07-01,23.11
2020-07-02,23.44
2020-07-06,23.97
2020-07-07,24.13
2020-07-08,24.39
2020-07-09,24.34
2020-07-10,24.37
2020-07-13,24.29
2020-07-14,24.13
2020-07-15,24.36
2020-07-16,24.45
2020-07-17,24.39
2020-07-21,24.59
2020-07-22,24.92
2020-07-23,24.92
2020-07-24,24.6
2020-07-27,24.96
2020-07-28,24.48
2020-07-29,24.6
2020-07-30,24.34
2020-07-31,23.95
2020-08-03,23.61
2020-08-04,23.26
2020-08-05,23.37
2020-08-06,23.6
2020-08-10,23.56
2020-08-11,23.66
2020-08-12,23.46
2020-08-13,23.78
2020-08-14,23.59
2020-08-18,23.67
2020-08-19,23.91
2020-08-20,23.75
2020-08-21,23.72
2020-08-24,24.24
2020-08-25,24.65
2020-08-26,24.95
2020-08-27,24.97
2020-08-28,25.45
2020-08-31,25.13
2020-09-01,26.16
2020-09-02,26.75
2020-09-03,26.18
2020-09-04,25.87
2020-09-08,25.42
2020-09-09,25.61
2020-09-10,25.3
2020-09-11,25.16
2020-09-14,24.89
2020-09-15,24.88
2020-09-16,24.92
2020-09-17,24.83
2020-09-18,24.61
2020-09-21,24.25
2020-09-22,24.16
2020-09-23,23.5
2020-09-24,23.46
2020-09-25,23.28
2020-09-28,23.52
2020-09-29,23.33
2020-09-30,23.45
2020-10-01,23.25
2020-10-02,23.21
2020-10-05,23.63
2020-10-06,23.62
2020-10-07,23.47
2020-10-08,23.74
2020-10-09,24.29
2020-10-13,23.58
2020-10-14,23.69
2020-10-15,23.69
2020-10-16,23.54
2020-10-19,23.74
2020-10-20,24.17
2020-10-21,24.49
2020-10-22,24.42
2020-10-23,24.19
2020-10-26,23.88
2020-10-27,23.95
2020-10-28,23.0
2020-10-29,22.63
2020-10-30,23.049999
2020-11-03,23.78
2020-11-04,24.12
2020-11-05,24.3
2020-11-06,24.68
2020-11-09,26.08
2020-11-10,26.36
2020-11-11,26.33
2020-11-12,26.23
2020-11-13,25.99
2020-11-17,26.37
2020-11-18,26.38
2020-11-19,26.49
2020-11-20,26.7
2020-11-23,27.12
2020-11-24,27.75
2020-11-25,27.77
2020-11-27,27.8
2020-11-30,27.53
2020-12-01,28.34
2020-12-02,28.87
2020-12-03,29.26
2020-12-04,30.17
2020-12-07,30.65
2020-12-09,30.75
2020-12-10,31.41
2020-12-11,31.2
2020-12-14,31.87
2020-12-15,32.59
2020-12-16,32.55
2020-12-17,33.15
2020-12-18,33.36
2020-12-21,31.8
2020-12-22,31.7
2020-12-23,31.73
2020-12-28,32.14
2020-12-29,32.66
2020-12-30,32.64
2021-01-04,31.96
2021-01-05,32.09
2021-01-06,32.55
2021-01-07,32.61
2021-01-08,32.52
2021-01-12,32.79
2021-01-13,32.51
2021-01-14,32.89
2021-01-15,32.66
2021-01-19,32.53
2021-01-20,32.82
2021-01-21,32.31
2021-01-22,30.67
2021-01-25,30.34
2021-01-26,30.01
2021-01-27,29.33
2021-01-28,29.6
2021-01-29,29.54
2021-02-01,29.44
2021-02-02,30.16
2021-02-03,29.98
2021-02-04,30.27
2021-02-05,29.98
2021-02-08,30.08
2021-02-09,30.13
2021-02-10,30.26
2021-02-11,30.29
2021-02-12,30.26
2021-02-16,30.12
2021-02-17,30.3
2021-02-18,30.09
2021-02-19,29.75
2021-02-22,29.5
2021-02-23,29.4
2021-02-24,30.0
2021-02-25,29.39
2021-02-26,28.65
2021-03-01,29.26
2021-03-02,29.23
2021-03-03,29.1
2021-03-04,28.88
2021-03-05,29.31
2021-03-08,29.53
2021-03-09,29.74
2021-03-10,29.95
2021-03-11,30.08
2021-03-12,30.02
2021-03-15,30.14
2021-03-16,30.24
2021-03-17,29.95
2021-03-18,29.92
2021-03-19,29.73
2021-03-23,29.040001
2021-03-24,28.62
2021-03-25,28.59
2021-03-26,28.61
2021-03-29,28.7
2021-03-30,28.5
2021-03-31,28.89
2021-04-05,29.1
2021-04-06,29.0
2021-04-07,29.22
2021-04-08,29.41
2021-04-09,29.37
2021-04-12,29.11
2021-04-13,28.95
2021-04-14,29.11
2021-04-15,29.46
2021-04-16,29.78
2021-04-19,29.21
2021-04-20,28.88
2021-04-21,28.87
2021-04-22,28.72
2021-04-23,28.6
2021-04-26,28.24
2021-04-27,28.15
2021-04-28,28.34
2021-04-29,27.99
2021-04-30,27.2
2021-05-03,26.35
2021-05-04,25.96
2021-05-05,26.17
2021-05-06,26.89
2021-05-07,27.64
2021-05-10,28.82
2021-05-11,28.57
2021-05-12,28.08
2021-05-13,28.0
2021-05-14,28.56
2021-05-18,28.52
2021-05-19,28.11
2021-05-20,27.43
2021-05-21,27.26
2021-05-24,27.1
2021-05-25,26.99
2021-05-26,26.7
2021-05-27,26.98
2021-05-28,27.27
2021-06-01,28.07
2021-06-02,28.57
2021-06-03,28.55
2021-06-04,29.1
2021-06-08,29.12
2021-06-09,29.24
2021-06-10,29.31
2021-06-11,29.25
2021-06-15,28.53
2021-06-16,28.33
2021-06-17,27.8
2021-06-18,27.64
2021-06-21,27.56
2021-06-22,27.62
2021-06-23,27.61
2021-06-24,28.52
2021-06-25,28.79
2021-06-28,28.62
2021-06-29,27.77
2021-06-30,27.87
2021-07-01,27.72
2021-07-02,28.53
2021-07-06,28.02
2021-07-07,27.7
2021-07-08,27.6
2021-07-09,27.99
2021-07-12,28.0
2021-07-13,27.91
2021-07-14,27.88
2021-07-15,27.58
2021-07-16,27.56
2021-07-19,26.53
2021-07-21,26.95
2021-07-22,26.69
2021-07-23,26.72
2021-07-26,26.68
2021-07-27,26.49
2021-07-28,26.69
2021-07-29,26.98
2021-07-30,26.5
2021-08-02,26.35
2021-08-03,26.18
2021-08-04,26.28
2021-08-05,26.1
2021-08-06,25.86
2021-08-09,25.81
2021-08-10,26.1
2021-08-11,26.37
2021-08-12,27.1
2021-08-13,27.3
2021-08-17,27.42
2021-08-18,28.3
2021-08-19,28.07
2021-08-20,28.31
2021-08-23,28.31
2021-08-24,28.49
2021-08-25,28.3
2021-08-26,28.08
2021-08-27,28.56
2021-08-30,28.71
2021-08-31,28.98
2021-09-01,29.059999
2021-09-02,29.09
2021-09-03,28.78
2021-09-07,28.61
2021-09-08,28.4
2021-09-09,28.42
2021-09-10,28.32
2021-09-13,28.32
2021-09-14,28.09
2021-09-15,28.54
2021-09-16,28.56
2021-09-17,28.42
2021-09-20,27.8
2021-09-21,27.59
2021-09-22,28.17
2021-09-23,28.33
2021-09-24,28.08
2021-09-27,28.81
2021-09-28,29.0
2021-09-29,28.96
2021-09-30,29.34
2021-10-01,29.63
2021-10-04,29.9
2021-10-05,29.97
2021-10-06,29.9
2021-10-07,30.57
2021-10-08,30.67
2021-10-11,30.82
2021-10-12,30.75
2021-10-13,30.8
2021-10-14,30.91
2021-10-15,31.26
2021-10-19,31.059999
2021-10-20,31.040001
2021-10-21,30.8
2021-10-22,30.75
2021-10-25,30.85
2021-10-26,31.17
2021-10-27,31.02
2021-10-28,31.0
2021-10-29,30.83
2021-11-02,30.56
2021-11-03,30.46
2021-11-04,30.13
2021-11-05,29.97
2021-11-08,30.07
2021-11-09,29.86
2021-11-10,29.62
2021-11-11,29.5
2021-11-12,29.41
2021-11-16,28.88
2021-11-17,28.33
2021-11-18,28.43
2021-11-19,28.15
2021-11-22,28.41
2021-11-23,28.26
2021-11-24,28.13
2021-11-26,27.66
2021-11-29,27.83
2021-11-30,28.28
2021-12-01,29.55
2021-12-02,30.17
2021-12-03,29.95
2021-12-06,30.17
2021-12-07,30.32
2021-12-09,29.48
2021-12-10,29.23
2021-12-13,28.68
2021-12-14,28.0
2021-12-15,28.28
2021-12-16,28.9
2021-12-17,28.9
2021-12-20,28.23
2021-12-21,28.54
2021-12-22,28.68
2021-12-23,28.68
2021-12-27,29.030001
2021-12-28,29.11
2021-12-29,28.75
2021-12-30,28.33
2022-01-03,28.46
2022-01-04,28.42
2022-01-05,28.13
2022-01-06,27.77
2022-01-07,27.94
2022-01-11,28.77
2022-01-12,29.58
2022-01-13,29.73
2022-01-14,29.36
2022-01-18,30.99
2022-01-19,31.37
2022-01-20,30.96
2022-01-21,30.68
2022-01-24,30.46
2022-01-25,30.61
2022-01-26,30.91
2022-01-27,30.69
2022-01-28,30.91
2022-01-31,31.16
2022-02-01,31.36
2022-02-02,31.21
2022-02-03,30.69
2022-02-04,30.63
2022-02-07,30.85
2022-02-08,30.91
2022-02-09,31.030001
2022-02-10,30.44
2022-02-11,30.13
2022-02-14,30.42
2022-02-15,30.22
2022-02-16,30.52
2022-02-17,30.46
2022-02-18,30.39
2022-02-22,30.37
2022-02-23,30.9
2022-02-24,30.89
2022-02-25,31.11
2022-02-28,31.5
2022-03-01,31.79
2022-03-02,32.29
2022-03-03,32.82
2022-03-04,32.6
2022-03-07,32.43
2022-03-08,32.54
2022-03-09,33.34
2022-03-10,32.97
2022-03-11,32.62
2022-03-14,32.44
2022-03-15,32.15
2022-03-16,32.32
2022-03-17,32.78
2022-03-18,32.81
2022-03-22,33.66
2022-03-23,34.049999
2022-03-24,34.060001
2022-03-25,34.42
2022-03-28,34.63
2022-03-29,34.73
2022-03-30,34.39
2022-03-31,34.26
2022-04-01,34.79
2022-04-04,35.099998
2022-04-05,34.94
2022-04-06,34.76
2022-04-07,34.42
2022-04-08,34.65
2022-04-11,34.47
2022-04-12,34.41
2022-04-13,34.79
2022-04-18,34.68
2022-04-19,34.51
2022-04-20,34.73
2022-04-21,34.6
2022-04-22,33.88
2022-04-25,33.18
2022-04-26,32.57
2022-04-27,32.69
2022-04-28,32.44
2022-04-29,32.3
2022-05-02,31.72
2022-05-03,31.87
2022-05-04,32.060001
2022-05-05,31.44
2022-05-06,31.12
2022-05-09,29.85
2022-05-10,29.85
2022-05-11,29.82
2022-05-12,29.71
2022-05-13,29.83
2022-05-16,30.59
2022-05-17,30.31
2022-05-18,29.37
2022-05-19,28.58
2022-05-20,29.68
2022-05-23,30.15
2022-05-24,30.41
2022-05-25,30.76
2022-05-26,31.41
2022-05-27,31.7
2022-05-31,34.23
2022-06-01,34.040001
2022-06-02,34.41
2022-06-03,34.21
2022-06-06,33.77
2022-06-07,33.68
2022-06-08,33.44
2022-06-09,32.51
2022-06-10,31.53
2022-06-13,30.08
2022-06-14,30.16
2022-06-15,30.86
2022-06-16,30.09
2022-06-17,30.07
2022-06-21,27.66
2022-06-22,27.55
2022-06-23,26.37
2022-06-24,26.71
2022-06-28,27.22
2022-06-29,25.36
2022-06-30,24.9
2022-07-01,24.66
2022-07-05,24.14
2022-07-06,23.54
2022-07-07,23.72
2022-07-08,23.56
2022-07-11,22.76
2022-07-12,22.28
2022-07-13,22.28
2022-07-14,21.77
2022-07-15,22.31
2022-07-18,22.75
2022-07-19,23.41
2022-07-21,23.01
2022-07-22,22.54
2022-07-25,22.63
2022-07-26,22.78
2022-07-27,23.18
2022-07-28,23.63
2022-07-29,23.8
2022-08-01,23.45
2022-08-02,23.46
2022-08-03,23.48
2022-08-04,23.42
2022-08-05,23.48
2022-08-08,24.15
2022-08-09,23.94
2022-08-10,24.35
2022-08-11,24.73
2022-08-12,25.16
2022-08-16,24.62
2022-08-17,24.22
2022-08-18,23.99
2022-08-19,23.71
2022-08-22,23.37
2022-08-23,23.59
2022-08-24,23.43
2022-08-25,23.56
2022-08-26,23.44
2022-08-29,23.53
2022-08-30,23.030001
2022-08-31,22.4
2022-09-01,21.97
2022-09-02,22.15
2022-09-06,22.08
2022-09-07,22.15
2022-09-08,21.9
2022-09-09,22.38
2022-09-12,23.049999
2022-09-13,22.58
2022-09-14,22.59
2022-09-15,22.049999
2022-09-16,21.55
2022-09-19,21.91
2022-09-20,21.81
2022-09-21,21.5
2022-09-22,21.67
2022-09-23,20.61
2022-09-26,19.48
2022-09-27,19.35
2022-09-28,19.93
2022-09-29,19.69
2022-09-30,19.59
2022-10-03,20.1
2022-10-04,21.21
2022-10-05,20.99
2022-10-06,21.049999
2022-10-07,20.72
2022-10-10,20.51
2022-10-11,20.36
2022-10-12,20.0
2022-10-13,20.49
2022-10-14,19.54
2022-10-18,19.67
2022-10-19,19.61
2022-10-20,19.21
2022-10-21,19.16
2022-10-24,18.8
2022-10-25,18.73
2022-10-26,19.040001
2022-10-27,19.27
2022-10-28,19.53
2022-10-31,19.3
2022-11-01,19.76
2022-11-02,19.44
2022-11-03,18.99
2022-11-04,19.13
2022-11-08,19.66
2022-11-09,19.75
2022-11-10,20.42
2022-11-11,20.38
2022-11-15,20.85
2022-11-16,20.34
2022-11-17,20.07
2022-11-18,20.030001
2022-11-21,19.92
2022-11-22,20.33
2022-11-23,20.58
2022-11-25,20.64
2022-11-28,20.32
2022-11-29,20.76
2022-11-30,20.81
2022-12-01,20.81
2022-12-02,20.57
2022-12-05,20.059999
2022-12-06,20.16
2022-12-07,20.1
2022-12-09,20.15
2022-12-12,20.07
2022-12-13,20.42
2022-12-14,20.16
2022-12-15,20.12
2022-12-16,19.87
2022-12-19,19.88
2022-12-20,20.059999
2022-12-21,20.43
2022-12-22,20.3
2022-12-23,20.69
2022-12-27,20.75
2022-12-28,20.88
2022-12-29,20.18
2023-01-03,19.76
2023-01-04,19.76
2023-01-05,19.95
2023-01-06,20.67
2023-01-10,21.16
2023-01-11,21.39
2023-01-12,21.57
2023-01-13,21.71
2023-01-17,21.59
2023-01-18,21.69
2023-01-19,21.6
2023-01-20,22.1
2023-01-23,22.34
2023-01-24,22.22
2023-01-25,22.049999
2023-01-26,21.96
2023-01-27,21.52
2023-01-30,21.059999
2023-01-31,21.12
2023-02-01,21.23
2023-02-02,20.9
2023-02-03,20.63
2023-02-06,20.26
2023-02-07,20.5
2023-02-08,20.28
2023-02-09,20.040001
2023-02-10,19.95
2023-02-13,19.84
2023-02-14,19.52
2023-02-15,19.07
2023-02-16,19.12
2023-02-17,18.95
2023-02-21,18.66
2023-02-22,18.7
2023-02-23,18.83
2023-02-24,18.82
2023-02-27,19.18
2023-02-28,18.81
2023-03-01,18.97
2023-03-02,19.08
2023-03-03,19.52
2023-03-06,19.85
2023-03-07,19.66
2023-03-08,19.67
2023-03-09,19.2
2023-03-10,19.059999
2023-03-13,18.57
2023-03-14,18.66
2023-03-15,17.73
2023-03-16,18.049999
2023-03-17,17.75
2023-03-21,18.22
2023-03-22,17.96
2023-03-23,17.89
2023-03-24,17.77
2023-03-27,18.29
2023-03-28,18.5
2023-03-29,18.81
2023-03-30,19.059999
2023-03-31,19.31
2023-04-03,19.66
2023-04-04,19.75
2023-04-05,19.71
2023-04-10,19.97
2023-04-11,20.47
2023-04-12,20.74
2023-04-13,21.09
2023-04-14,21.2
2023-04-17,21.36
2023-04-18,21.049999
2023-04-19,20.8
2023-04-20,20.78
2023-04-21,20.74
2023-04-24,21.049999
2023-04-25,20.09
2023-04-26,19.83
2023-04-27,19.29
2023-04-28,19.64
2023-05-02,19.2
2023-05-03,19.1
2023-05-04,19.16
2023-05-05,19.83
2023-05-08,19.99
2023-05-09,19.8
2023-05-10,19.88
2023-05-11,19.56
2023-05-12,19.66
2023-05-15,19.84
2023-05-16,19.48
2023-05-17,19.64
2023-05-18,19.43
2023-05-19,19.5
2023-05-23,19.77
2023-05-24,19.48
2023-05-25,19.08
2023-05-26,19.36
2023-05-30,19.48
2023-05-31,19.24
2023-06-01,19.85
2023-06-02,20.57
2023-06-05,20.85
2023-06-06,21.58
2023-06-07,21.83
2023-06-08,21.91
2023-06-09,21.64
2023-06-13,21.85
2023-06-14,21.76
2023-06-15,22.0
2023-06-16,22.02
2023-06-20,21.66
2023-06-21,21.64
2023-06-22,21.5
2023-06-23,21.030001
2023-06-26,21.19
2023-06-27,21.24
2023-06-28,21.25
2023-06-29,20.89
2023-06-30,20.94
2023-07-05,21.059999
2023-07-06,20.34
2023-07-07,21.1
2023-07-10,21.16
2023-07-11,21.3
2023-07-12,21.72
2023-07-13,22.19
2023-07-14,21.98
2023-07-17,22.2
2023-07-18,22.51
2023-07-19,22.66
2023-07-21,22.65
2023-07-24,22.55
2023-07-25,22.62
2023-07-26,22.59
2023-07-27,22.48
2023-07-28,22.76
2023-07-31,23.049999
2023-08-01,22.54
2023-08-02,21.91
2023-08-03,21.51
2023-08-04,22.14
2023-08-08,21.83
2023-08-09,22.040001
2023-08-10,21.97
2023-08-11,21.86
2023-08-14,21.35
2023-08-15,20.89
2023-08-16,20.72
2023-08-17,20.68
2023-08-18,20.71
2023-08-22,20.33
2023-08-23,20.24
2023-08-24,20.26
2023-08-25,20.13
2023-08-28,20.27
2023-08-29,20.56
2023-08-30,20.89
2023-08-31,20.4
2023-09-01,20.23
2023-09-05,19.71
2023-09-06,19.42
2023-09-07,19.85
2023-09-08,20.2
2023-09-11,20.33
2023-09-12,20.54
2023-09-13,20.54
2023-09-14,20.85
2023-09-15,20.87
2023-09-18,21.2
2023-09-19,21.15
2023-09-20,21.37
2023-09-21,20.88
2023-09-22,20.88
2023-09-25,20.86
2023-09-26,20.51
2023-09-27,20.61
2023-09-28,20.94
2023-09-29,21.08
2023-10-02,20.67
2023-10-03,20.09
2023-10-04,19.91
2023-10-05,19.5
2023-10-06,19.59
2023-10-09,19.91
2023-10-10,20.53
2023-10-11,20.4
2023-10-12,20.23
2023-10-13,20.25
2023-10-17,20.69
2023-10-18,20.61
2023-10-19,20.5
2023-10-20,20.41
2023-10-23,19.92
2023-10-24,19.93
2023-10-25,20.02
2023-10-26,20.25
2023-10-27,20.26
2023-10-30,20.36
2023-10-31,20.030001
2023-11-01,20.16
2023-11-02,20.65
2023-11-03,21.15
2023-11-07,20.43
2023-11-08,20.22
2023-11-09,20.54
2023-11-10,20.81
2023-11-14,21.049999
2023-11-15,20.88
2023-11-16,20.57
2023-11-17,21.030001
2023-11-20,21.36
2023-11-21,21.13
2023-11-22,21.52
2023-11-24,21.66
2023-11-27,21.81
2023-11-28,22.02
2023-11-29,21.7
2023-11-30,21.71
2023-12-01,22.18
2023-12-04,22.049999
2023-12-05,21.9
2023-12-06,21.68
2023-12-07,21.78
2023-12-11,21.94
2023-12-12,21.86
2023-12-13,22.45
2023-12-14,22.89
2023-12-15,22.88
2023-12-18,23.030001
2023-12-19,22.99
2023-12-20,22.98
2023-12-21,23.1
2023-12-22,23.39
2023-12-26,24.12
2023-12-27,24.32
2023-12-28,23.030001
2024-01-02,23.28
2024-01-03,23.01
2024-01-04,23.57
2024-01-05,24.44
2024-01-09,24.31
2024-01-10,23.95
2024-01-11,24.13
2024-01-12,24.030001
2024-01-16,23.78
2024-01-17,23.67
2024-01-18,23.58
2024-01-19,23.51
2024-01-22,23.73
2024-01-23,23.41
2024-01-24,23.15
2024-01-25,23.29
2024-01-26,23.64
2024-01-29,23.7
2024-01-30,23.52
2024-01-31,23.64
2024-02-01,23.75
2024-02-02,23.12
2024-02-05,22.97
2024-02-06,23.07
2024-02-07,23.09
2024-02-08,23.09
2024-02-09,22.81
2024-02-12,22.83
2024-02-13,22.61
2024-02-14,22.43
2024-02-15,22.72
2024-02-16,22.85
2024-02-20,22.54
2024-02-21,22.96
2024-02-22,23.059999
2024-02-23,23.17
2024-02-26,23.2
2024-02-27,23.31
2024-02-28,23.29
2024-02-29,23.42
2024-03-01,23.23
2024-03-04,23.31
2024-03-05,23.29
2024-03-06,23.74
2024-03-07,23.83
2024-03-08,23.8
2024-03-11,23.82
2024-03-12,23.5
2024-03-13,23.73
2024-03-14,23.72
2024-03-15,23.87
2024-03-18,24.16
2024-03-19,24.22
2024-03-20,24.28
2024-03-21,24.34
2024-03-22,24.53
2024-03-26,24.71
2024-03-27,25.07
2024-04-01,25.2
2024-04-02,25.84
2024-04-03,26.38
2024-04-04,26.7
2024-04-05,26.78
2024-04-08,26.92
2024-04-09,27.27
2024-04-10,26.66
2024-04-11,27.01
