fecha,inflacion_mensual,inflacion_anual,fuente_mensual,fuente_anual,fuente_oficial_ultimo_mes,fuente_historia_mensual,fecha_publicacion_vintage
2013-10-01,-0.26,1.84,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2013-11-01,-0.22,1.76,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2013-12-01,0.26,1.93,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-01-01,0.49,2.13,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-02-01,0.63,2.31,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-03-01,0.39,2.51,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-04-01,0.46,2.72,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-05-01,0.48,2.93,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-06-01,0.09,2.8,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-07-01,0.15,2.9,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-08-01,0.2,3.02,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-09-01,0.14,2.86,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-10-01,0.16,3.29,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-11-01,0.13,3.65,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2014-12-01,0.27,3.66,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-01-01,0.64,3.81,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-02-01,1.15,4.36,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-03-01,0.59,4.56,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-04-01,0.54,4.63,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-05-01,0.26,4.4,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-06-01,0.1,4.41,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-07-01,0.19,4.45,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-08-01,0.48,4.74,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-09-01,0.72,5.34,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-10-01,0.68,5.89,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-11-01,0.6,6.4,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2015-12-01,0.62,6.77,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-01-01,1.29,7.46,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-02-01,1.28,7.59,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-03-01,0.94,7.97,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-04-01,0.5,7.93,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-05-01,0.51,8.2,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-06-01,0.48,8.6,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-07-01,0.52,8.96,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-08-01,-0.32,8.1,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-09-01,-0.05,7.28,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-10-01,-0.06,6.48,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-11-01,0.11,5.97,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2016-12-01,0.42,5.75,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-01-01,1.02,5.47,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-02-01,1.01,5.18,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-03-01,0.47,4.69,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-04-01,0.47,4.67,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-05-01,0.23,4.36,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-06-01,0.11,3.99,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-07-01,-0.05,3.4,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-08-01,0.14,3.87,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-09-01,0.04,3.97,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-10-01,0.02,4.05,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-11-01,0.18,4.12,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2017-12-01,0.38,4.09,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-01-01,0.63,3.68,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-02-01,0.71,3.38,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-03-01,0.24,3.13,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-04-01,0.46,3.13,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-05-01,0.25,3.16,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-06-01,0.15,3.2,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-07-01,-0.13,3.12,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-08-01,0.12,3.09,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-09-01,0.16,3.23,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-10-01,0.12,3.34,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-11-01,0.12,3.26,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2018-12-01,0.3,3.18,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-01-01,0.6,3.15,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-02-01,0.57,3.01,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-03-01,0.43,3.22,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-04-01,0.5,3.25,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-05-01,0.31,3.31,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-06-01,0.27,3.42,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-07-01,0.22,3.79,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-08-01,0.09,3.76,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-09-01,0.23,3.81,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-10-01,0.16,3.86,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-11-01,0.1,3.85,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2019-12-01,0.26,3.8,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-01-01,0.42,3.62,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-02-01,0.67,3.72,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-03-01,0.57,3.85,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-04-01,0.16,3.51,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-05-01,-0.32,2.85,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-06-01,-0.38,2.2,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-07-01,0.0,1.97,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-08-01,-0.01,1.87,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-09-01,0.32,1.97,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-10-01,-0.06,1.74,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-11-01,-0.15,1.49,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2020-12-01,0.38,1.62,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-01-01,0.41,1.6,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-02-01,0.64,1.56,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-03-01,0.51,1.51,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-04-01,0.59,1.95,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-05-01,1.0,3.3,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-06-01,-0.05,3.63,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
2021-07-01,0.32,3.97,DANE_variacion_reportada,BanRep_IPC_calculada_2_decimales,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-ago2026.xlsx,https://www.dane.gov.co/files/operaciones/IPC/ago2026/anex-IPC-Variacion-ago2026.xlsx,no_disponible
